ID,Question,Question_Type,Predicted Answer,Correct Answer,IsCorrect
220,"Standing at pillow, gazing at window, where should chair be?A. back
B. right
C. front
D. left
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,B. right,B. right,True
221,"Picture yourself as the standing man; which way are you looking in the scene?A. front
B. back
C. left
D. right
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,D. right,A. front,False
222,"With the camera's viewpoint as the front, which direction is the man in white clothes facing in the image?A. left
B. front
C. front-right
D. right
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,A. left,A. left,True
223,"With the camera's viewpoint as the front, which direction is the man wearing glasses facing in the image?A. front
B. back
C. front-left
D. right
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,B. back,B. back,True
224,"From the perspective of a man, where is the fence located?A. front-left
B. right
C. left
D. front
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,B. right,B. right,True
225,"Taking the camera lens as the front, what direction is the man looking toward?A. front-right
B. front-left
C. back
D. left
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,C. back,C. back,True
226,"When positioned at chair facing table, where can you find lamp?A. right
B. back
C. left
D. front
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,A. right,D. front,False
227,"From the perspective of the man who is riding a horse, where is the car?A. back-left
B. front-left
C. back
D. front-right
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,D. front-right,B. front-left,False
228,"Which hand is the woman holding the tennis racket with?A. left
B. right
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,B. right,B. right,True
229,"As the man in the photo, in which direction are you facing?A. back-left
B. back-right
C. front-left
D. back
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,C. front-left,C. front-left,True
230,"Imagine you're the man in white clothes in this image — which direction are you facing?A. front
B. back-right
C. left
D. back
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,C. left,C. left,True
231,"Considering the camera's perspective as the front, what direction is the man facing within the picture?A. back
B. left
C. front
D. right
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,B.,A. back,False
232,"Picture yourself as the boy; which way are you looking in the scene?A. back
B. right
C. front
D. back-left
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,C. front,C. front,True
233,"Where is the chair located compared to the cabinet from the camera's perspective?A. front-right
B. right
C. back
D. front-down
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. front-right,C. back,False
234,"From this boy's perspective, where is the cat?A. back-left
B. right
C. left
D. front
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,D. front,D. front,True
235,"Suppose you are in the man’s position, what direction are you facing?A. right
B. back
C. back-left
D. front
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,D. front,D. front,True
236,"If you stand at sink facing cabinet, where is toilet?A. front
B. right
C. left
D. back-right
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,C. left,A. front,False
237,"Where is the sofa in relation to the door?A. back-up
B. above-right
C. front-down
D. back-right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. front-down,D. back-right,False
238,"When positioned at toilet facing mirror, where can you find door?A. back-right
B. left
C. front-left
D. front-right
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,B,D. front-right,False
239,"Imagine you're the woman sitting on the wooden horse in this image — which direction are you facing?A. back
B. left
C. front
D. back-left
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,C. front,C. front,True
240,"Picture yourself as the man in white clothes; which way are you looking in the scene?A. back-right
B. front-left
C. front-right
D. back
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,B. front-left,B. front-left,True
241,"If you're looking at the pillow, where would you find the nightstand?A. back
B. down
C. front-right
D. above-left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. down,C. front-right,False
242,"Where is the nightstand in relation to the bag?A. front
B. right
C. down-left
D. above
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. right,B. right,True
243,"As the woman in the middle of the picture who is wearing pink clothes in the photo, in which direction are you facing?A. front
B. right
C. back-right
D. left
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,D. left,A. front,False
244,"From the perspective of the woman in blue clothes, where is the woman in yellow clothes located?A. back-left
B. back-right
C. front-right
D. right
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,A. back-left,A. back-left,True
245,"From the perspective of this horse, where is the carriage he is pulling located?A. front-left
B. right
C. front
D. back
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,D. back,D. back,True
246,"Taking the camera's viewpoint as the front, which way is the woman facing in the image?A. front
B. back
C. right
D. front-right
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,B. back,B. back,True
247,"As the man in the photo, in which direction are you facing?A. back-right
B. front-right
C. back
D. back-left
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,B. front-right,B. front-right,True
248,"Suppose you are in the zebra’s position, what direction are you facing?A. right
B. back-right
C. front
D. back
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,C. front,C. front,True
249,"Where is the clothes located compared to the chair from the camera's perspective?A. front-up
B. back-down
C. above-left
D. right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. right,A. front-up,False
250,"If you're looking at the desk, where would you find the chair?A. front
B. front-right
C. front-up
D. left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. left,D. left,True
251,"Could you tell me the location of the table in comparison to the television?A. back-left
B. front-down
C. back-down
D. above-left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. above-left,C. back-down,False
252,"Suppose you are in the woman in black clothes’s position, what direction are you facing?A. front-right
B. back-left
C. back-right
D. front-left
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,A. front-right,D. front-left,False
253,"Considering the camera's perspective as the front, what direction is the girl facing within the picture?A. front-right
B. right
C. left
D. back-right
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,C. left,C. left,True
254,"How is the cabinet positioned with respect to the whiteboard?A. right
B. front-right
C. left
D. back-right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. left,C. left,True
255,"When positioned at desk facing lamp, where can you find clothes?A. right
B. back-left
C. front
D. back
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,A,C. front,False
256,"Where is the table located compared to the lamp from the camera's perspective?A. left
B. above-left
C. back-left
D. down
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. down,D. down,True
257,"Which hand is the woman holding the tennis racket with?A. left
B. right
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,B. right,B. right,True
258,"With the camera's viewpoint as the front, which direction is the man in red clothes facing in the image?A. left
B. back
C. front
D. front-right
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,B. back,B. back,True
259,"Taking the camera's viewpoint as the front, which way is the man facing in the image?A. right
B. left
C. front-right
D. front
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,A. right,B. left,False
260,"Taking the camera lens as the front, what direction is the woman in red clothes looking toward?A. right
B. back
C. front-right
D. left
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,D. left,D. left,True
261,"Taking the camera lens as the front, what direction is the boy in red looking toward?A. front
B. right
C. back
D. left
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,B. right,C. back,False
262,"With the camera's viewpoint as the front, which direction is the woman facing in the image?A. back
B. front
C. left
D. right
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,D. right,C. left,False
263,"How is the counter positioned with respect to the paper?A. front
B. back
C. right
D. above
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. above,B. back,False
264,"Suppose you are in the man sitting on the elephant’s position, what direction are you facing?A. left
B. back-left
C. front
D. right
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,C. front,C. front,True
265,"Considering the camera's perspective as the front, what direction is the man facing within the picture?A. front-right
B. front
C. left
D. back
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,D. back,D. back,True
266,"Taking the camera lens as the front, what direction is the woman looking toward?A. right
B. front-left
C. back-left
D. front
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,A. right,A. right,True
267,"Which hand does this woman hold the umbrella with?A. left
B. right
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,B. right,A. left,False
268,"From the perspective of the man in red clothes, where is the man in black clothes located?A. front
B. back-left
C. right
D. front-left
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,C. right,C. right,True
269,"Taking the camera lens as the front, what direction is the woman in green clothes looking toward?A. right
B. front
C. back-left
D. left
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,C. back-left,A. right,False
270,"Taking the camera's viewpoint as the front, which way is the boy facing in the image?A. front
B. back-left
C. back-right
D. right
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,B. back-left,B. back-left,True
271,"With the camera's viewpoint as the front, which direction is the woman facing in the image?A. front-left
B. back
C. front
D. front-right
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,B. back,B. back,True
272,"As the man in the photo, in which direction are you facing?A. front
B. back-right
C. right
D. left
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,A. front,A. front,True
273,"From this man's perspective, where is the tennis ball positioned?A. back
B. back-right
C. back-left
D. front
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,D. front,D. front,True
274,"Can you describe the position of the cabinet relative to the counter?A. down
B. front-up
C. left
D. above-right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. left,A. down,False
275,"Suppose you are in the woman’s position, what direction are you facing?A. back-left
B. right
C. front
D. left
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,C. front,C. front,True
276,"Standing at toilet, gazing at picture, where should shower curtain be?A. left
B. back-left
C. front-left
D. right
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,D. right,D. right,True
277,"Imagine you're the little girl in this image — which direction are you facing?A. back-right
B. back-left
C. left
D. front
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,D. front,D. front,True
278,"From the perspective of the elephant, where is the dog located?A. back-right
B. back-left
C. back
D. front-right
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,D. front-right,D. front-right,True
279,"Imagine standing at window looking towards books, where is curtain?A. right
B. front-right
C. front-left
D. back-right
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,C. front-left,C. front-left,True
280,"Suppose you are in the black horse’s position, what direction are you facing?A. right
B. back
C. front
D. back-left
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,C. front,C. front,True
281,"Considering the camera's perspective as the front, what direction is the bird facing within the picture?A. front-left
B. front
C. back
D. right
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,C. back,D. right,False
282,"Standing at refrigerator, gazing at desk, where should shower curtain be?A. front
B. back
C. left
D. right
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,D. right,D. right,True
283,"From the perspective of the bird, where is the red car located?A. back
B. right
C. back-left
D. front-left
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,B. right,D. front-left,False
284,"Which hand is the woman in black holding the umbrella with?A. left
B. right
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,B. right,B. right,True
285,"From the perspective of the man in black clothes, where is the brown one located?A. left
B. front-right
C. front-left
D. back-right
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,A. left,B. front-right,False
286,"Could you tell me the location of the sink in comparison to the mirror?A. back-up
B. down
C. back
D. front-up
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. down,B. down,True
287,"Suppose you are in the man’s position, what direction are you facing?A. right
B. front
C. left
D. back-right
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,B. front,B. front,True
288,"If you're looking at the counter, where would you find the sink?A. front-up
B. left
C. above
D. right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. right,B. left,False
289,"With the camera's viewpoint as the front, which direction is the man facing in the image?A. left
B. right
C. back
D. back-left
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,B. right,B. right,True
290,"From the perspective of the woman in orange-yellow clothes, where is the woman in white positioned?A. front
B. back
C. back-left
D. back-right
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,A. front,A. front,True
291,"If you're looking at the box, where would you find the shelves?A. left
B. front
C. back-right
D. back-down
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. left,A. left,True
292,"Which hand is this woman using to hold the racket?A. left
B. right
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,B. right,B. right,True
293,"From this man's perspective, in which direction is the woman beside him?A. front
B. left
C. right
D. front-right
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,B. left,B. left,True
294,"Could you tell me the location of the lamp in comparison to the pillow?A. left
B. back
C. down-left
D. front-right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. front-right,B. back,False
295,"With the camera's viewpoint as the front, which direction is the girl facing in the image?A. left
B. front-right
C. right
D. front
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,A. left,A. left,True
296,"As the woman in the photo, in which direction are you facing?A. back-right
B. front-left
C. back-left
D. back
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,B. front-left,B. front-left,True
297,"Where is the cabinet in relation to the picture?A. back
B. front-right
C. down
D. front
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. back,C. down,False
298,"If you're looking at the shelves, where would you find the chair?A. front-right
B. down-right
C. above
D. back-right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. front-right,D. back-right,False
299,"Can you describe the position of the chair relative to the cabinet?A. back
B. front-up
C. down-right
D. down-left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. down-right,A. back,False
300,"With the camera's viewpoint as the front, which direction is the woman facing in the image?A. back
B. left
C. right
D. front
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,B.,A. back,False
301,"Suppose you are in the man in red clothes’s position, what direction are you facing?A. back-left
B. front-right
C. front-left
D. right
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,B. front-right,C. front-left,False
302,"From the perspective of the woman in black clothes, where is the woman in green, white and black striped clothes?A. front-left
B. front
C. right
D. left
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,C. right,C. right,True
303,"Suppose you are in the man’s position, what direction are you facing?A. front
B. back
C. back-right
D. back-left
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,A. front,A. front,True
304,"Where is the chair located compared to the sofa from the camera's perspective?A. front
B. left
C. down
D. above-right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. left,B. left,True
305,"If you stand at table facing cabinet, where is window?A. back
B. back-left
C. front-left
D. front-right
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,D. front-right,D. front-right,True
306,"Imagine standing at bathtub looking towards sink, where is nightstand?A. left
B. front
C. back
D. back-right
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,B. front,B. front,True
307,"Imagine you're the bird in this image — which direction are you facing?A. left
B. back
C. right
D. back-left
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,C. right,C. right,True
308,"Suppose you are in the bird’s position, what direction are you facing?A. left
B. back-left
C. front
D. back-right
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,C. front,C. front,True
309,"Could you tell me the location of the chair in comparison to the table?A. left
B. front-up
C. down
D. front-right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. left,A. left,True
310,"When positioned at door facing window, where can you find whiteboard?A. back-right
B. back
C. left
D. front-right
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,C.,D. front-right,False
311,"From the woman's perspective, where is the stick positioned?A. back-right
B. front
C. back
D. left
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,B. front,D. left,False
312,"When positioned at table facing pillow, where can you find bed?A. front-left
B. front-right
C. back
D. right
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,C. back,C. back,True
313,"Where is the chair located compared to the table from the camera's perspective?A. back-up
B. right
C. back-left
D. front-up
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. right,D. front-up,False
314,"Where is the cabinet in relation to the window?A. left
B. front-right
C. above
D. down
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. down,D. down,True
315,"Where is the cabinet located compared to the door from the camera's perspective?A. down
B. above-left
C. left
D. right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. right,D. right,True
316,"How is the bookshelf positioned with respect to the desk?A. down-right
B. back-right
C. back-down
D. front-left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. front-left,B. back-right,False
317,"Imagine standing at window looking towards desk, where is chair?A. left
B. front
C. back-right
D. back
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,B. front,B. front,True
318,"Considering the camera's perspective as the front, what direction is the man standing and wearing white clothes facing within the picture?A. left
B. right
C. front
D. back
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,D. back,D. back,True
319,"Considering the camera's perspective as the front, what direction is the little girl facing within the picture?A. front
B. front-left
C. back
D. left
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,C. back,C. back,True
320,"Could you tell me the location of the cabinet in comparison to the window?A. front-right
B. above
C. down
D. left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. left,C. down,False
321,"Taking the camera's viewpoint as the front, which way is the man facing in the image?A. front
B. front-left
C. right
D. back-left
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,C. right,C. right,True
322,"If you stand at shelves facing window, where is chair?A. front
B. left
C. front-left
D. right
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,D. right,D. right,True
323,"From the perspective of the person who dressed up as a giraffe, in which direction is the man wearing the grey clothes and a hat?A. left
B. back-left
C. back
D. front
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,D. front,D. front,True
324,"Taking the camera's viewpoint as the front, which way is the girl facing in the image?A. front
B. back
C. right
D. front-right
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,B. back,B. back,True
325,"Could you tell me the location of the table in comparison to the cabinet?A. above-left
B. down-left
C. front-up
D. front-down
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. front-up,A. above-left,False
326,"Could you tell me the location of the nightstand in comparison to the lamp?A. back-left
B. front-left
C. down
D. back
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. down,C. down,True
327,"From the perspective of this giraffe, where is the green brush located?A. left
B. right
C. back-left
D. front
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,B. right,D. front,False
328,"From the perspective of the cat, where is the laptop?A. back-right
B. left
C. front-right
D. front
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,C. front-right,B. left,False
329,"Could you tell me the location of the window in comparison to the books?A. right
B. back-up
C. above-left
D. back-left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A.,A. right,True
330,"Picture yourself as the woman in white; which way are you looking in the scene?A. back
B. front
C. back-right
D. right
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,B. front,B. front,True
331,"Standing at mirror, gazing at blinds, where should television be?A. right
B. front-right
C. back-right
D. front-left
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,D,D. front-left,True
332,"From a woman's perspective, where is the man positioned?A. back
B. left
C. front
D. right
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,D. right,B. left,False
333,"Considering the camera's perspective as the front, what direction is the cat facing within the picture?A. back-left
B. right
C. front-left
D. back-right
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,B. right,A. back-left,False
334,"When positioned at cabinet facing bathtub, where can you find shower curtain?A. back-left
B. front-left
C. front-right
D. back
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,B,B. front-left,True
335,"Imagine standing at desk looking towards cabinet, where is box?A. back
B. right
C. front
D. left
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,D. left,C. front,False
336,"As the woman in the photo, in which direction are you facing?A. right
B. back
C. front-left
D. back-left
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,C. front-left,C. front-left,True
337,"Where is the door located compared to the clothes from the camera's perspective?A. back-right
B. down-right
C. above-left
D. front-up
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. front-up,B. down-right,False
338,"Considering the camera's perspective as the front, what direction is the man facing within the picture?A. right
B. left
C. front-left
D. front
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,A. right,A. right,True
339,"Taking the camera lens as the front, what direction is the horse looking toward?A. back-right
B. left
C. front
D. right
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,B. left,C. front,False
340,"Could you tell me the location of the table in comparison to the television?A. above
B. down
C. back-left
D. back-up
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. down,B. down,True
341,"From the perspective of the man in pink clothes, where is the woman in grey clothes located?A. front
B. right
C. left
D. back
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,B. right,C. left,False
342,"As the man wearing the blue hat in the photo, in which direction are you facing?A. right
B. back
C. back-left
D. front
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,D. front,D. front,True
343,"Considering the camera's perspective as the front, what direction is the horse facing within the picture?A. front
B. back-left
C. right
D. front-left
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,C. right,C. right,True
344,"Imagine standing at desk looking towards lamp, where is box?A. right
B. back
C. left
D. front-right
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,C. left,C. left,True
345,"Imagine standing at window looking towards bed, where is dresser?A. front-left
B. front-right
C. back-left
D. back
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,B. front-right,B. front-right,True
346,"How is the table positioned with respect to the picture?A. back-up
B. above
C. back
D. down
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. down,D. down,True
347,"As the man in the photo, in which direction are you facing?A. front
B. right
C. back
D. left
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,B. right,A. front,False
348,"As the woman in the photo, in which direction are you facing?A. front
B. left
C. back-right
D. back
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,A. front,A. front,True
349,"How is the door positioned with respect to the box?A. right
B. front
C. down
D. back-up
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. right,A. right,True
350,"If you're looking at the shelves, where would you find the cabinet?A. back-right
B. right
C. down-left
D. front
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. front,D. front,True
351,"Which hand does the man use to hold the cell phone?A. left
B. right
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,B. right,B. right,True
352,"Taking the camera lens as the front, what direction is the dog looking toward?A. front-left
B. back-left
C. right
D. front
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,C. right,B. back-left,False
353,"Picture yourself as the brownish-yellow dog; which way are you looking in the scene?A. front
B. right
C. front-right
D. left
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,D. left,D. left,True
354,"Taking the camera lens as the front, what direction is the man looking toward?A. back
B. front-right
C. left
D. front
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,A. back,A. back,True
355,"Imagine you're the giraffe in this image — which direction are you facing?A. back
B. front
C. back-left
D. right
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,B. front,B. front,True
356,"Taking the camera's viewpoint as the front, which way is the man in red facing in the image?A. front-right
B. left
C. front
D. back
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,D. back,B. left,False
357,"From the perspective of the llama, where is the horse located?A. right
B. front
C. back
D. left
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,A. right,D. left,False
358,"Considering the camera's perspective as the front, what direction is the horse facing within the picture?A. front-left
B. front
C. right
D. back
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,D. back,C. right,False
359,"How is the sofa positioned with respect to the picture?A. front-right
B. back-right
C. above-left
D. down-right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. front-right,B. back-right,False
360,"Considering the camera's perspective as the front, what direction is the girl facing within the picture?A. front-left
B. front
C. right
D. back
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,D. back,D. back,True
361,"When positioned at shower curtain facing bathtub, where can you find cabinet?A. front
B. front-left
C. back-right
D. front-right
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,C. back-right,C. back-right,True
362,"With the camera's viewpoint as the front, which direction is the girl in black clothes facing in the image?A. front
B. back
C. front-right
D. left
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,B. back,B. back,True
363,"Could you tell me the location of the pillow in comparison to the books?A. above-right
B. back-right
C. back-down
D. front-right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. front-right,C. back-down,False
364,"As the woman in the photo, in which direction are you facing?A. back
B. left
C. back-right
D. right
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,B.,B. left,True
365,"Imagine you're the man in this image — which direction are you facing?A. front
B. right
C. left
D. back-left
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,B. right,A. front,False
366,"How is the cabinet positioned with respect to the toilet?A. left
B. front-up
C. front-down
D. back-right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. left,A. left,True
367,"From this boy's perspective, where is the tall metal pole located?A. left
B. front-left
C. back
D. front
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,A. left,C. back,False
368,"From the perspective of this woman in grey clothes, in which direction is the man beside her?A. front
B. front-right
C. back-right
D. left
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,D. left,D. left,True
369,"Can you describe the position of the refrigerator relative to the sink?A. back-down
B. front-right
C. front-down
D. front-up
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. front-right,B. front-right,True
370,"Picture yourself as the man; which way are you looking in the scene?A. back
B. back-right
C. front
D. right
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,C. front,C. front,True
371,"Can you describe the position of the picture relative to the cabinet?A. front-up
B. back-left
C. front
D. above
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. above,D. above,True
372,"Considering the camera's perspective as the front, what direction is the man facing within the picture?A. back
B. left
C. front
D. front-left
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,B. left,A. back,False
373,"Can you describe the position of the picture relative to the bag?A. back-left
B. above
C. left
D. back-right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. back-right,B. above,False
374,"If you stand at toilet facing cabinet, where is sink?A. back
B. right
C. front
D. back-left
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,B. right,C. front,False
375,"Imagine you're the man in this image — which direction are you facing?A. back-right
B. back-left
C. right
D. front
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,D. front,D. front,True
376,"Where is the picture in relation to the chair?A. down-right
B. above-left
C. back-left
D. back-down
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. above-left,B. above-left,True
377,"From this woman's perspective, where is the handbag located?A. left
B. right
C. front
D. back
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,A. left,B. right,False
