frame,time,base_pred,fixed_pred,adapt_pred,used_alpha,entropy
12545,209.29482358787155,Right,Right,Right,0.1,-0.0
12550,209.37824121385316,Right,Right,Right,0.1,-0.0
12555,209.4616588398348,Right,Right,Right,0.1,-0.0
12560,209.5450764658164,Right,Right,Right,0.1,-0.0
12565,209.62849409179802,Right,Right,Right,0.1,-0.0
12570,209.71191171777963,Right,Right,Right,0.1,-0.0
12575,209.79532934376124,Right,Right,Right,0.1,-0.0
12580,209.87874696974285,Right,Right,Right,0.1,-0.0
12585,209.96216459572446,Right,Right,Right,0.1,-0.0
12590,210.0455822217061,Right,Right,Right,0.1,-0.0
12595,210.1289998476877,Right,Right,Right,0.1,-0.0
12600,210.21241747366932,Right,Right,Right,0.1,-0.0
12605,210.29583509965093,Right,Right,Right,0.1,-0.0
12610,210.37925272563254,Right,Right,Right,0.1,-0.0
12615,210.46267035161415,Right,Right,Right,0.1,-0.0
12620,210.5460879775958,Right,Right,Right,0.1,-0.0
12625,210.6295056035774,Right,Right,Right,0.1,-0.0
12630,210.712923229559,Right,Right,Right,0.1,-0.0
12635,210.79634085554062,Right,Right,Right,0.1,-0.0
12640,210.87975848152223,Right,Right,Right,0.1,-0.0
12645,210.96317610750384,Right,Right,Right,0.1,-0.0
12650,211.04659373348545,Right,Right,Right,0.1,-0.0
12655,211.1300113594671,Right,Right,Right,0.1,-0.0
12660,211.2134289854487,Right,Right,Right,0.1,-0.0
12665,211.2968466114303,Right,Right,Right,0.1,-0.0
12670,211.38026423741192,Right,Right,Right,0.1,-0.0
12675,211.46368186339353,Right,Right,Right,0.1,-0.0
12680,211.54709948937514,Right,Right,Right,0.1,-0.0
12685,211.63051711535678,Right,Right,Right,0.1,-0.0
12690,211.7139347413384,Right,Right,Right,0.1,-0.0
12695,211.79735236732,Right,Right,Right,0.1,-0.0
12700,211.8807699933016,Right,Right,Right,0.1,-0.0
12705,211.96418761928322,Right,Right,Right,0.1,-0.0
12710,212.04760524526483,Right,Right,Right,0.1,-0.0
12715,212.13102287124644,Right,Right,Right,0.1,-0.0
12720,212.21444049722808,Right,Right,Right,0.1,-0.0
12725,212.2978581232097,Right,Right,Right,0.1,-0.0
12730,212.3812757491913,Right,Right,Right,0.1,-0.0
12735,212.4646933751729,Right,Right,Right,0.1,-0.0
12740,212.54811100115452,Right,Right,Right,0.1,-0.0
12745,212.63152862713613,Right,Right,Right,0.1,-0.0
12750,212.71494625311777,Right,Right,Right,0.1,-0.0
12755,212.79836387909938,Right,Right,Right,0.1,-0.0
12760,212.881781505081,Right,Right,Right,0.1,-0.0
12765,212.9651991310626,Right,Right,Right,0.1,-0.0
12770,213.04861675704421,Right,Right,Right,0.1,-0.0
12775,213.13203438302583,Right,Right,Right,0.1,-0.0
12780,213.21545200900746,Right,Right,Right,0.1,-0.0
12785,213.29886963498907,Right,Right,Right,0.1,-0.0
12790,213.38228726097068,Right,Right,Right,0.1,-0.0
12795,213.4657048869523,Right,Right,Right,0.1,-0.0
12800,213.5491225129339,Right,Right,Right,0.1,-0.0
12805,213.63254013891552,Right,Right,Right,0.1,-0.0
12810,213.71595776489713,Right,Right,Right,0.1,-0.0
12815,213.79937539087877,Right,Right,Right,0.1,-0.0
12820,213.88279301686038,Right,Right,Right,0.1,-0.0
12825,213.966210642842,Right,Right,Right,0.1,-0.0
12830,214.0496282688236,Right,Right,Right,0.1,-0.0
12835,214.1330458948052,Right,Right,Right,0.1,-0.0
12840,214.21646352078682,Right,Right,Right,0.1,-0.0
12845,214.29988114676846,Right,Right,Right,0.1,-0.0
12850,214.38329877275007,Right,Right,Right,0.1,-0.0
12855,214.46671639873168,Right,Right,Right,0.1,-0.0
12860,214.5501340247133,Right,Right,Right,0.1,-0.0
12865,214.6335516506949,Right,Right,Right,0.1,-0.0
12870,214.7169692766765,Right,Right,Right,0.1,-0.0
12875,214.80038690265812,Right,Right,Right,0.1,-0.0
12880,214.88380452863976,Right,Right,Right,0.1,-0.0
12885,214.96722215462137,Right,Right,Right,0.1,-0.0
12890,215.05063978060298,Right,Right,Right,0.1,-0.0
12895,215.1340574065846,Right,Right,Right,0.1,-0.0
12900,215.2174750325662,Right,Right,Right,0.1,-0.0
12905,215.3008926585478,Right,Right,Right,0.1,-0.0
12910,215.38431028452945,Right,Right,Right,0.1,-0.0
12915,215.46772791051106,Right,Right,Right,0.1,-0.0
12920,215.55114553649267,Right,Right,Right,0.1,-0.0
12925,215.63456316247428,Right,Right,Right,0.1,-0.0
12930,215.7179807884559,Right,Right,Right,0.1,-0.0
12935,215.8013984144375,Right,Right,Right,0.1,-0.0
12940,215.8848160404191,Right,Right,Right,0.1,-0.0
12945,215.96823366640075,Right,Right,Right,0.1,-0.0
12950,216.05165129238236,Right,Right,Right,0.1,-0.0
12955,216.13506891836397,Right,Right,Right,0.1,-0.0
12960,216.21848654434558,Right,Right,Right,0.1,-0.0
12965,216.3019041703272,Right,Right,Right,0.1,-0.0
12970,216.3853217963088,Right,Right,Right,0.1,-0.0
12975,216.46873942229044,Right,Right,Right,0.1,-0.0
12980,216.55215704827205,Right,Right,Right,0.1,-0.0
12985,216.63557467425366,Right,Right,Right,0.1,-0.0
12990,216.71899230023527,Right,Right,Right,0.1,-0.0
12995,216.80240992621688,Right,Right,Right,0.1,-0.0
13000,216.8858275521985,Right,Right,Right,0.1,-0.0
13005,216.9692451781801,Right,Right,Right,0.1,-0.0
13010,217.05266280416174,Right,Right,Right,0.1,-0.0
13015,217.13608043014335,Right,Right,Right,0.1,-0.0
13020,217.21949805612496,Right,Right,Right,0.1,-0.0
13025,217.30291568210657,Right,Right,Right,0.1,-0.0
13030,217.38633330808818,Right,Right,Right,0.1,-0.0
13035,217.4697509340698,Right,Right,Right,0.1,-0.0
13040,217.55316856005143,Right,Right,Right,0.1,-0.0
13045,217.63658618603304,Right,Right,Right,0.1,-0.0
13050,217.72000381201465,Right,Right,Right,0.1,-0.0
13055,217.80342143799626,Right,Right,Right,0.1,-0.0
13060,217.88683906397787,Right,Right,Right,0.1,-0.0
13065,217.97025668995948,Right,Right,Right,0.1,-0.0
13070,218.05367431594112,Right,Right,Right,0.1,-0.0
13075,218.13709194192273,Right,Right,Right,0.1,-0.0
13080,218.22050956790434,Right,Right,Right,0.1,-0.0
13085,218.30392719388595,Right,Right,Right,0.1,-0.0
13090,218.38734481986756,Right,Right,Right,0.1,-0.0
13095,218.47076244584918,Right,Right,Right,0.1,-0.0
13100,218.55418007183079,Right,Right,Right,0.1,-0.0
13105,218.63759769781242,Right,Right,Right,0.1,-0.0
13110,218.72101532379403,Right,Right,Right,0.1,-0.0
13115,218.80443294977565,Right,Right,Right,0.1,-0.0
13120,218.88785057575726,Right,Right,Right,0.1,-0.0
13125,218.97126820173887,Right,Right,Right,0.1,-0.0
13130,219.05468582772048,Right,Right,Right,0.1,-0.0
13135,219.13810345370212,Right,Right,Right,0.1,-0.0
13140,219.22152107968373,Right,Right,Right,0.1,-0.0
13145,219.30493870566534,Right,Right,Right,0.1,-0.0
13150,219.38835633164695,Right,Right,Right,0.1,-0.0
13155,219.47177395762856,Right,Right,Right,0.1,-0.0
13160,219.55519158361017,Right,Right,Right,0.1,-0.0
13165,219.63860920959178,Right,Right,Right,0.1,-0.0
13170,219.72202683557342,Right,Right,Right,0.1,-0.0
13175,219.80544446155503,Right,Right,Right,0.1,-0.0
13180,219.88886208753664,Right,Right,Right,0.1,-0.0
13185,219.97227971351825,Right,Right,Right,0.1,-0.0
13190,220.05569733949986,Right,Right,Right,0.1,-0.0
13195,220.13911496548147,Right,Right,Right,0.1,-0.0
13200,220.2225325914631,Right,Right,Right,0.1,-0.0
13205,220.30595021744472,Right,Right,Right,0.1,-0.0
13210,220.38936784342633,Right,Right,Right,0.1,-0.0
13215,220.47278546940794,Right,Right,Right,0.1,-0.0
13220,220.55620309538955,Right,Right,Right,0.1,-0.0
13225,220.63962072137116,Right,Right,Right,0.1,-0.0
13230,220.72303834735277,Right,Right,Right,0.1,-0.0
13235,220.8064559733344,Right,Right,Right,0.1,-0.0
13240,220.88987359931602,Right,Right,Right,0.1,-0.0
13245,220.97329122529763,Right,Right,Right,0.1,-0.0
13250,221.05670885127924,Right,Right,Right,0.1,-0.0
13255,221.14012647726085,Right,Right,Right,0.1,-0.0
13260,221.22354410324246,Right,Right,Right,0.1,-0.0
13265,221.3069617292241,Right,Right,Right,0.1,-0.0
13270,221.3903793552057,Right,Right,Right,0.1,-0.0
13275,221.47379698118732,Right,Right,Right,0.1,-0.0
13280,221.55721460716893,Right,Right,Right,0.1,-0.0
13285,221.64063223315054,Right,Right,Right,0.1,-0.0
13290,221.72404985913215,Right,Right,Right,0.1,-0.0
13295,221.80746748511376,Right,Right,Right,0.1,-0.0
13300,221.8908851110954,Right,Right,Right,0.1,-0.0
13305,221.974302737077,Right,Right,Right,0.1,-0.0
13310,222.05772036305862,Right,Right,Right,0.1,-0.0
13315,222.14113798904023,Right,Right,Right,0.1,-0.0
13320,222.22455561502184,Right,Right,Right,0.1,-0.0
13325,222.30797324100345,Right,Right,Right,0.1,-0.0
13330,222.3913908669851,Right,Right,Right,0.1,-0.0
13335,222.4748084929667,Right,Right,Right,0.1,-0.0
13340,222.5582261189483,Right,Right,Right,0.1,-0.0
13345,222.64164374492992,Right,Right,Right,0.1,-0.0
13350,222.72506137091153,Right,Right,Right,0.1,-0.0
13355,222.80847899689314,Right,Right,Right,0.1,-0.0
13360,222.89189662287475,Right,Right,Right,0.1,-0.0
13365,222.9753142488564,Right,Right,Right,0.1,-0.0
13370,223.058731874838,Right,Right,Right,0.1,-0.0
13375,223.1421495008196,Right,Right,Right,0.1,-0.0
13380,223.22556712680122,Right,Right,Right,0.1,-0.0
13385,223.30898475278283,Right,Right,Right,0.1,-0.0
13390,223.39240237876444,Right,Right,Right,0.1,-0.0
13395,223.47582000474608,Right,Right,Right,0.1,-0.0
13400,223.5592376307277,Right,Right,Right,0.1,-0.0
13405,223.6426552567093,Right,Right,Right,0.1,-0.0
13410,223.72607288269091,Right,Right,Right,0.1,-0.0
13415,223.80949050867252,Right,Right,Right,0.1,-0.0
13420,223.89290813465414,Right,Right,Right,0.1,-0.0
13425,223.97632576063577,Right,Right,Right,0.1,-0.0
13430,224.05974338661738,Right,Right,Right,0.1,-0.0
13435,224.143161012599,Right,Right,Right,0.1,-0.0
13440,224.2265786385806,Right,Right,Right,0.1,-0.0
13445,224.30999626456222,Right,Right,Right,0.1,-0.0
13450,224.39341389054383,Right,Right,Right,0.1,-0.0
13455,224.47683151652544,Right,Right,Right,0.1,-0.0
13460,224.56024914250708,Right,Right,Right,0.1,-0.0
13465,224.64366676848869,Right,Right,Right,0.1,-0.0
13470,224.7270843944703,Right,Right,Right,0.1,-0.0
13475,224.8105020204519,Right,Right,Right,0.1,-0.0
13480,224.89391964643352,Right,Right,Right,0.1,-0.0
13485,224.97733727241513,Right,Right,Right,0.1,-0.0
13490,225.06075489839677,Right,Right,Right,0.1,-0.0
13495,225.14417252437838,Right,Right,Right,0.1,-0.0
13500,225.22759015036,Right,Right,Right,0.1,-0.0
13505,225.3110077763416,Right,Right,Right,0.1,-0.0
13510,225.3944254023232,Right,Right,Right,0.1,-0.0
13515,225.47784302830482,Right,Right,Right,0.1,-0.0
13520,225.56126065428643,Right,Right,Right,0.1,-0.0
13525,225.64467828026807,Right,Right,Right,0.1,-0.0
13530,225.72809590624968,Right,Right,Right,0.1,-0.0
13535,225.8115135322313,Right,Right,Right,0.1,-0.0
13540,225.8949311582129,Right,Right,Right,0.1,-0.0
13545,225.9783487841945,Right,Right,Right,0.1,-0.0
13550,226.06176641017612,Right,Right,Right,0.1,-0.0
13555,226.14518403615776,Right,Right,Right,0.1,-0.0
13560,226.22860166213937,Right,Right,Right,0.1,-0.0
13565,226.31201928812098,Right,Right,Right,0.1,-0.0
13570,226.3954369141026,Right,Right,Right,0.1,-0.0
13575,226.4788545400842,Right,Right,Right,0.1,-0.0
13580,226.5622721660658,Right,Right,Right,0.1,-0.0
13585,226.64568979204742,Right,Right,Right,0.1,-0.0
13590,226.72910741802906,Right,Right,Right,0.1,-0.0
13595,226.81252504401067,Right,Right,Right,0.1,-0.0
13600,226.89594266999228,Right,Right,Right,0.1,-0.0
13605,226.9793602959739,Right,Right,Right,0.1,-0.0
13610,227.0627779219555,Right,Right,Right,0.1,-0.0
13615,227.1461955479371,Right,Right,Right,0.1,-0.0
13620,227.22961317391875,Right,Right,Right,0.1,-0.0
13625,227.31303079990036,Right,Right,Right,0.1,-0.0
13630,227.39644842588197,Right,Right,Right,0.1,-0.0
13635,227.47986605186358,Right,Right,Right,0.1,-0.0
13640,227.5632836778452,Right,Right,Right,0.1,-0.0
13645,227.6467013038268,Right,Right,Right,0.1,-0.0
13650,227.7301189298084,Right,Right,Right,0.1,-0.0
13655,227.81353655579005,Right,Right,Right,0.1,-0.0
13660,227.89695418177166,Right,Right,Right,0.1,-0.0
13665,227.98037180775327,Right,Right,Right,0.1,-0.0
13670,228.06378943373488,Right,Right,Right,0.1,-0.0
13675,228.1472070597165,Right,Right,Right,0.1,-0.0
13680,228.2306246856981,Right,Right,Right,0.1,-0.0
13685,228.31404231167974,Right,Right,Right,0.1,-0.0
13690,228.39745993766135,Right,Right,Right,0.1,-0.0
13695,228.48087756364296,Right,Right,Right,0.1,-0.0
13700,228.56429518962457,Right,Right,Right,0.1,-0.0
13705,228.64771281560618,Right,Right,Right,0.1,-0.0
13710,228.7311304415878,Right,Right,Right,0.1,-0.0
13715,228.81454806756943,Right,Right,Right,0.1,-0.0
13720,228.89796569355104,Right,Right,Right,0.1,-0.0
13725,228.98138331953265,Right,Right,Right,0.1,-0.0
13730,229.06480094551426,Right,Right,Right,0.1,-0.0
13735,229.14821857149587,Right,Right,Right,0.1,-0.0
13740,229.23163619747748,Right,Right,Right,0.1,-0.0
13745,229.3150538234591,Right,Right,Right,0.1,-0.0
13750,229.39847144944073,Right,Right,Right,0.1,-0.0
13755,229.48188907542234,Right,Right,Right,0.1,-0.0
13760,229.56530670140396,Right,Right,Right,0.1,-0.0
13765,229.64872432738557,Right,Right,Right,0.1,-0.0
13770,229.73214195336718,Right,Right,Right,0.1,-0.0
13775,229.8155595793488,Right,Right,Right,0.1,-0.0
13780,229.89897720533043,Right,Right,Right,0.1,-0.0
13785,229.98239483131204,Right,Right,Right,0.1,-0.0
13790,230.06581245729365,Right,Right,Right,0.1,-0.0
13795,230.14923008327526,Right,Right,Right,0.1,-0.0
13800,230.23264770925687,Right,Right,Right,0.1,-0.0
13805,230.31606533523848,Right,Right,Right,0.1,-0.0
13810,230.3994829612201,Right,Right,Right,0.1,-0.0
13815,230.48290058720173,Right,Right,Right,0.1,-0.0
13820,230.56631821318334,Right,Right,Right,0.1,-0.0
13825,230.64973583916495,Right,Right,Right,0.1,-0.0
13830,230.73315346514656,Right,Right,Right,0.1,-0.0
13835,230.81657109112817,Right,Right,Right,0.1,-0.0
13840,230.89998871710978,Right,Right,Right,0.1,-0.0
13845,230.98340634309142,Right,Right,Right,0.1,-0.0
13850,231.06682396907303,Right,Right,Right,0.1,-0.0
13855,231.15024159505464,Right,Right,Right,0.1,-0.0
13860,231.23365922103625,Right,Right,Right,0.1,-0.0
13865,231.31707684701786,Right,Right,Right,0.1,-0.0
13870,231.40049447299947,Right,Right,Right,0.1,-0.0
13875,231.48391209898108,Right,Right,Right,0.1,-0.0
13880,231.56732972496272,Right,Right,Right,0.1,-0.0
13885,231.65074735094433,Right,Right,Right,0.1,-0.0
13890,231.73416497692594,Right,Right,Right,0.1,-0.0
13895,231.81758260290755,Right,Right,Right,0.1,-0.0
13900,231.90100022888916,Right,Right,Right,0.1,-0.0
13905,231.98441785487077,Right,Right,Right,0.1,-0.0
13910,232.0678354808524,Right,Right,Right,0.1,-0.0
13915,232.15125310683402,Right,Right,Right,0.1,-0.0
13920,232.23467073281563,Right,Right,Right,0.1,-0.0
13925,232.31808835879724,Right,Right,Right,0.1,-0.0
13930,232.40150598477885,Right,Right,Right,0.1,-0.0
13935,232.48492361076046,Right,Right,Right,0.1,-0.0
13940,232.56834123674207,Right,Right,Right,0.1,-0.0
13945,232.6517588627237,Right,Right,Right,0.1,-0.0
13950,232.73517648870532,Right,Right,Right,0.1,-0.0
13955,232.81859411468693,Right,Right,Right,0.1,-0.0
13960,232.90201174066854,Right,Right,Right,0.1,-0.0
13965,232.98542936665015,Right,Right,Right,0.1,-0.0
13970,233.06884699263176,Right,Right,Right,0.1,-0.0
13975,233.1522646186134,Right,Right,Right,0.1,-0.0
13980,233.235682244595,Right,Right,Right,0.1,-0.0
13985,233.31909987057662,Right,Right,Right,0.1,-0.0
13990,233.40251749655823,Right,Right,Right,0.1,-0.0
13995,233.48593512253984,Right,Right,Right,0.1,-0.0
14000,233.56935274852145,Right,Right,Right,0.1,-0.0
14005,233.6527703745031,Right,Right,Right,0.1,-0.0
14010,233.7361880004847,Right,Right,Right,0.1,-0.0
14015,233.8196056264663,Right,Right,Right,0.1,-0.0
14020,233.90302325244792,Right,Right,Right,0.1,-0.0
14025,233.98644087842953,Right,Right,Right,0.1,-0.0
14030,234.06985850441114,Right,Right,Right,0.1,-0.0
14035,234.15327613039275,Right,Right,Right,0.1,-0.0
14040,234.2366937563744,Right,Right,Right,0.1,-0.0
14045,234.320111382356,Right,Right,Right,0.1,-0.0
14050,234.4035290083376,Right,Right,Right,0.1,-0.0
14055,234.48694663431922,Right,Right,Right,0.1,-0.0
14060,234.57036426030083,Right,Right,Right,0.1,-0.0
14065,234.65378188628245,Right,Right,Right,0.1,-0.0
14070,234.73719951226408,Right,Right,Right,0.1,-0.0
14075,234.8206171382457,Right,Right,Right,0.1,-0.0
14080,234.9040347642273,Right,Right,Right,0.1,-0.0
14085,234.98745239020892,Right,Right,Right,0.1,-0.0
14090,235.07087001619053,Right,Right,Right,0.1,-0.0
14095,235.15428764217214,Right,Right,Right,0.1,-0.0
14100,235.23770526815375,Right,Right,Right,0.1,-0.0
14105,235.32112289413539,Right,Right,Right,0.1,-0.0
14110,235.404540520117,Right,Right,Right,0.1,-0.0
14115,235.4879581460986,Right,Right,Right,0.1,-0.0
14120,235.57137577208022,Right,Right,Right,0.1,-0.0
14125,235.65479339806183,Right,Right,Right,0.1,-0.0
14130,235.73821102404344,Right,Right,Right,0.1,-0.0
14135,235.82162865002508,Right,Right,Right,0.1,-0.0
14140,235.9050462760067,Right,Right,Right,0.1,-0.0
14145,235.9884639019883,Right,Right,Right,0.1,-0.0
14150,236.0718815279699,Right,Right,Right,0.1,-0.0
14155,236.15529915395152,Right,Right,Right,0.1,-0.0
14160,236.23871677993313,Right,Right,Right,0.1,-0.0
14165,236.32213440591474,Right,Right,Right,0.1,-0.0
14170,236.40555203189638,Right,Right,Right,0.1,-0.0
14175,236.488969657878,Right,Right,Right,0.1,-0.0
14180,236.5723872838596,Right,Right,Right,0.1,-0.0
14185,236.6558049098412,Right,Right,Right,0.1,-0.0
14190,236.73922253582282,Right,Right,Right,0.1,-0.0
14195,236.82264016180443,Right,Right,Right,0.1,-0.0
14200,236.90605778778607,Right,Right,Right,0.1,-0.0
14205,236.98947541376768,Right,Right,Right,0.1,-0.0
14210,237.0728930397493,Right,Right,Right,0.1,-0.0
14215,237.1563106657309,Right,Right,Right,0.1,-0.0
14220,237.2397282917125,Right,Right,Right,0.1,-0.0
14225,237.32314591769412,Right,Right,Right,0.1,-0.0
14230,237.40656354367573,Right,Right,Right,0.1,-0.0
14235,237.48998116965737,Right,Right,Right,0.1,-0.0
14240,237.57339879563898,Right,Right,Right,0.1,-0.0
14245,237.6568164216206,Right,Right,Right,0.1,-0.0
14250,237.7402340476022,Right,Right,Right,0.1,-0.0
14255,237.8236516735838,Right,Right,Right,0.1,-0.0
14260,237.90706929956542,Right,Right,Right,0.1,-0.0
14265,237.99048692554706,Right,Right,Right,0.1,-0.0
14270,238.07390455152867,Right,Right,Right,0.1,-0.0
14275,238.15732217751028,Right,Right,Right,0.1,-0.0
14280,238.2407398034919,Right,Right,Right,0.1,-0.0
14285,238.3241574294735,Right,Right,Right,0.1,-0.0
14290,238.4075750554551,Right,Right,Right,0.1,-0.0
14295,238.49099268143675,Right,Right,Right,0.1,-0.0
14300,238.57441030741836,Right,Right,Right,0.1,-0.0
14305,238.65782793339997,Right,Right,Right,0.1,-0.0
14310,238.74124555938158,Right,Right,Right,0.1,-0.0
14315,238.8246631853632,Right,Right,Right,0.1,-0.0
14320,238.9080808113448,Right,Right,Right,0.1,-0.0
14325,238.9914984373264,Right,Right,Right,0.1,-0.0
14330,239.07491606330805,Right,Right,Right,0.1,-0.0
14335,239.15833368928966,Right,Right,Right,0.1,-0.0
14340,239.24175131527127,Right,Right,Right,0.1,-0.0
14345,239.32516894125288,Right,Right,Right,0.1,-0.0
14350,239.4085865672345,Right,Right,Right,0.1,-0.0
14355,239.4920041932161,Right,Right,Right,0.1,-0.0
14360,239.57542181919774,Right,Right,Right,0.1,-0.0
14365,239.65883944517935,Right,Right,Right,0.1,-0.0
14370,239.74225707116096,Right,Right,Right,0.1,-0.0
14375,239.82567469714257,Right,Right,Right,0.1,-0.0
14380,239.90909232312418,Right,Right,Right,0.1,-0.0
14385,239.9925099491058,Right,Right,Right,0.1,-0.0
14390,240.0759275750874,Right,Right,Right,0.1,-0.0
14395,240.15934520106904,Right,Right,Right,0.1,-0.0
14400,240.24276282705065,Right,Right,Right,0.1,-0.0
14405,240.32618045303226,Right,Right,Right,0.1,-0.0
14410,240.40959807901388,Right,Right,Right,0.1,-0.0
14415,240.49301570499549,Right,Right,Right,0.1,-0.0
14420,240.5764333309771,Right,Right,Right,0.1,-0.0
14425,240.65985095695873,Right,Right,Right,0.1,-0.0
14430,240.74326858294035,Right,Right,Right,0.1,-0.0
14435,240.82668620892196,Right,Right,Right,0.1,-0.0
14440,240.91010383490357,Right,Right,Right,0.1,-0.0
14445,240.99352146088518,Right,Right,Right,0.1,-0.0
14450,241.0769390868668,Right,Right,Right,0.1,-0.0
14455,241.1603567128484,Right,Right,Right,0.1,-0.0
14460,241.24377433883004,Right,Right,Right,0.1,-0.0
14465,241.32719196481165,Right,Right,Right,0.1,-0.0
14470,241.41060959079326,Right,Right,Right,0.1,-0.0
14475,241.49402721677487,Right,Right,Right,0.1,-0.0
14480,241.57744484275648,Right,Right,Right,0.1,-0.0
14485,241.6608624687381,Right,Right,Right,0.1,-0.0
14490,241.74428009471973,Right,Right,Right,0.1,-0.0
14495,241.82769772070134,Right,Right,Right,0.1,-0.0
14500,241.91111534668295,Right,Right,Right,0.1,-0.0
14505,241.99453297266456,Right,Right,Right,0.1,-0.0
14510,242.07795059864617,Right,Right,Right,0.1,-0.0
14515,242.16136822462778,Right,Right,Right,0.1,-0.0
14520,242.2447858506094,Right,Right,Right,0.1,-0.0
14525,242.32820347659103,Right,Right,Right,0.1,-0.0
14530,242.41162110257264,Right,Right,Right,0.1,-0.0
14535,242.49503872855425,Right,Right,Right,0.1,-0.0
14540,242.57845635453586,Right,Right,Right,0.1,-0.0
14545,242.66187398051747,Right,Right,Right,0.1,-0.0
14550,242.74529160649908,Right,Right,Right,0.1,-0.0
14555,242.82870923248072,Right,Right,Right,0.1,-0.0
14560,242.91212685846233,Right,Right,Right,0.1,-0.0
14565,242.99554448444394,Right,Right,Right,0.1,-0.0
14570,243.07896211042555,Right,Right,Right,0.1,-0.0
14575,243.16237973640716,Right,Right,Right,0.1,-0.0
14580,243.24579736238877,Right,Right,Right,0.1,-0.0
14585,243.3292149883704,Right,Right,Right,0.1,-0.0
14590,243.41263261435202,Right,Right,Right,0.1,-0.0
14595,243.49605024033363,Right,Right,Right,0.1,-0.0
14600,243.57946786631524,Right,Right,Right,0.1,-0.0
14605,243.66288549229685,Right,Right,Right,0.1,-0.0
14610,243.74630311827846,Right,Right,Right,0.1,-0.0
14615,243.82972074426007,Right,Right,Right,0.1,-0.0
14620,243.9131383702417,Right,Right,Right,0.1,-0.0
14625,243.99655599622332,Right,Right,Right,0.1,-0.0
14630,244.07997362220493,Right,Right,Right,0.1,-0.0
14635,244.16339124818654,Right,Right,Right,0.1,-0.0
14640,244.24680887416815,Right,Right,Right,0.1,-0.0
14645,244.33022650014976,Right,Right,Right,0.1,-0.0
14650,244.4136441261314,Right,Right,Right,0.1,-0.0
14655,244.497061752113,Right,Right,Right,0.1,-0.0
14660,244.58047937809462,Right,Right,Right,0.1,-0.0
14665,244.66389700407623,Right,Right,Right,0.1,-0.0
14670,244.74731463005784,Right,Right,Right,0.1,-0.0
14675,244.83073225603945,Right,Right,Right,0.1,-0.0
14680,244.91414988202106,Right,Right,Right,0.1,-0.0
14685,244.9975675080027,Right,Right,Right,0.1,-0.0
14690,245.0809851339843,Right,Right,Right,0.1,-0.0
14695,245.16440275996592,Right,Right,Right,0.1,-0.0
14700,245.24782038594753,Right,Right,Right,0.1,-0.0
14705,245.33123801192914,Right,Right,Right,0.1,-0.0
14710,245.41465563791076,Right,Right,Right,0.1,-0.0
14715,245.4980732638924,Right,Right,Right,0.1,-0.0
14720,245.581490889874,Right,Right,Right,0.1,-0.0
14725,245.66490851585561,Right,Right,Right,0.1,-0.0
14730,245.74832614183723,Right,Right,Right,0.1,-0.0
14735,245.83174376781884,Right,Right,Right,0.1,-0.0
14740,245.91516139380045,Right,Right,Right,0.1,-0.0
14745,245.99857901978206,Right,Right,Right,0.1,-0.0
14750,246.0819966457637,Right,Right,Right,0.1,-0.0
14755,246.1654142717453,Right,Right,Right,0.1,-0.0
14760,246.24883189772692,Right,Right,Right,0.1,-0.0
14765,246.33224952370853,Right,Right,Right,0.1,-0.0
14770,246.41566714969014,Right,Right,Right,0.1,-0.0
14775,246.49908477567175,Right,Right,Right,0.1,-0.0
14780,246.5825024016534,Right,Right,Right,0.1,-0.0
14785,246.665920027635,Right,Right,Right,0.1,-0.0
14790,246.7493376536166,Right,Right,Right,0.1,-0.0
14795,246.83275527959822,Right,Right,Right,0.1,-0.0
14800,246.91617290557983,Right,Right,Right,0.1,-0.0
14805,246.99959053156144,Right,Right,Right,0.1,-0.0
14810,247.08300815754305,Right,Right,Right,0.1,-0.0
14815,247.1664257835247,Right,Right,Right,0.1,-0.0
14820,247.2498434095063,Right,Right,Right,0.1,-0.0
14825,247.3332610354879,Right,Right,Right,0.1,-0.0
14830,247.41667866146952,Right,Right,Right,0.1,-0.0
14835,247.50009628745113,Right,Right,Right,0.1,-0.0
14840,247.58351391343274,Right,Right,Right,0.1,-0.0
14845,247.66693153941438,Right,Right,Right,0.1,-0.0
14850,247.750349165396,Right,Right,Right,0.1,-0.0
14855,247.8337667913776,Right,Right,Right,0.1,-0.0
14860,247.9171844173592,Right,Right,Right,0.1,-0.0
14865,248.00060204334082,Right,Right,Right,0.1,-0.0
14870,248.08401966932243,Right,Right,Right,0.1,-0.0
14875,248.16743729530407,Right,Right,Right,0.1,-0.0
14880,248.25085492128568,Right,Right,Right,0.1,-0.0
14885,248.3342725472673,Right,Right,Right,0.1,-0.0
14890,248.4176901732489,Right,Right,Right,0.1,-0.0
14895,248.5011077992305,Right,Right,Right,0.1,-0.0
14900,248.58452542521212,Right,Right,Right,0.1,-0.0
14905,248.66794305119373,Right,Right,Right,0.1,-0.0
14910,248.75136067717537,Right,Right,Right,0.1,-0.0
14915,248.83477830315698,Right,Right,Right,0.1,-0.0
14920,248.9181959291386,Right,Right,Right,0.1,-0.0
14925,249.0016135551202,Right,Right,Right,0.1,-0.0
14930,249.0850311811018,Right,Right,Right,0.1,-0.0
14935,249.16844880708342,Right,Right,Right,0.1,-0.0
14940,249.25186643306506,Right,Right,Right,0.1,-0.0
14945,249.33528405904667,Right,Right,Right,0.1,-0.0
14950,249.41870168502828,Right,Right,Right,0.1,-0.0
