ID,Question,Question_Type,Predicted Answer,Correct Answer,IsCorrect
147,"With the camera's viewpoint as the front, which direction is the man wearing glasses in the red bounding box facing in the image?A. front
B. back-right
C. back-left
D. front-left
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,B. back-right,C. back-left,False
148,"Suppose you are in the man wearing glasses’s position, what direction are you facing?A. back-left
B. right
C. front
D. left
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,C. front,C. front,True
149,"From the perspective of this man wearing glasses in the red bounding box, in which direction is the other man?A. right
B. back-left
C. front
D. back
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,C. front,A. right,False
150,"If you're looking at the lamp, where would you find the nightstand?A. down
B. above-left
C. back-left
D. above
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. down,A. down,True
151,"Where is the television located compared to the door from the camera's perspective?A. back-left
B. right
C. down-left
D. back
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. right,B. right,True
152,"If you're looking at the lamp, where would you find the nightstand?A. down
B. above-left
C. back-right
D. front-up
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. down,A. down,True
153,"How is the cabinet positioned with respect to the table in the red bounding box?A. back-up
B. back-left
C. front-left
D. above
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. front-left,C. front-left,True
154,"Where is the cabinet in relation to the refrigerator?A. down
B. right
C. back
D. left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. right,B. right,True
155,"Where is the nightstand in relation to the lamp?A. front-right
B. back-right
C. down
D. above-left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. down,C. down,True
156,"How is the door positioned with respect to the picture in the red bounding box?A. back-up
B. back-left
C. front
D. back-down
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. front,C. front,True
157,"Could you tell me the location of the cabinet in comparison to the television in the red bounding box?A. above
B. front-up
C. back-up
D. down
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. down,D. down,True
158,"Could you tell me the location of the cabinet in comparison to the television in the red bounding box?A. front-left
B. left
C. down
D. above-left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. down,C. down,True
159,"Where is the cabinet in relation to the television?A. above
B. down
C. back-up
D. back
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. down,B. down,True
160,"If you stand at television facing curtain, where is refrigerator?A. front-left
B. front-right
C. back-left
D. back-right
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,B. front-right,D. back-right,False
161,"Standing at table, gazing at television, where should picture be?A. back-right
B. back
C. right
D. front-left
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,D. front-left,D. front-left,True
162,"When positioned at cabinet facing table, where can you find curtain?A. front
B. back-left
C. back
D. right
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,D. right,A. front,False
163,"Imagine standing at table looking towards curtain, where is refrigerator?A. front-right
B. back-left
C. back-right
D. left
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,A. front-right,C. back-right,False
164,"When positioned at bed facing table, where can you find lamp?A. left
B. front-left
C. front
D. right
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,D. right,D. right,True
165,"When positioned at television facing picture, where can you find curtain?A. right
B. left
C. front-right
D. back
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,B. left,B. left,True
166,"When positioned at bed facing television, where can you find lamp?A. front
B. left
C. back-left
D. back-right
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,D. back-right,D. back-right,True
167,"Taking the camera lens as the front, what direction is the man in the red bounding box looking toward?A. back-right
B. right
C. front-left
D. back-left
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,A. back-right,D. back-left,False
168,"As the man in the red bounding box in the photo, in which direction are you facing?A. back-left
B. front
C. left
D. back-right
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,B. front,B. front,True
169,"Taking the camera lens as the front, what direction is the boy in the red bounding box looking toward?A. front-right
B. back-left
C. left
D. back-right
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,B. back-left,D. back-right,False
170,"Picture yourself as the boy; which way are you in the red bounding box looking in the scene?A. back-right
B. back
C. right
D. front
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,D. front,D. front,True
171,"From this boy in the red bounding box's perspective, where is the man positioned?A. back
B. front-right
C. left
D. right
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,C. left,A. back,False
172,"Considering the camera's perspective as the front, what direction is the man riding a bicycle in the red bounding box facing within the picture?A. front-right
B. back-right
C. right
D. front-left
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,D. front-left,D. front-left,True
173,"Picture yourself as the man riding a bicycle; which way are you in the red bounding box looking in the scene?A. right
B. back-right
C. front
D. back-left
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,C. front,C. front,True
174,"From the perspective of the man riding a bicycle in the red bounding box, where are the two standing people positioned?A. front-left
B. front-right
C. back-right
D. back-left
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,B. front-right,B. front-right,True
175,"Considering the camera's perspective as the front, what direction is the woman wearing the red hat in the red bounding box facing within the picture?A. front-left
B. back
C. front-right
D. right
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,B. back,B. back,True
176,"Imagine you're the woman wearing the red hat in the red bounding box in this image — which direction are you facing?A. back
B. back-left
C. front-right
D. front-left
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,C. front-right,C. front-right,True
177,"From the perspective of the woman wearing the red hat in the red bounding box, where is the woman wearing the black hat?A. front-right
B. back
C. left
D. back-right
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,C. left,C. left,True
178,"Considering the camera's perspective as the front, what direction is the boy in the red bounding box facing within the picture?A. left
B. back
C. front
D. right
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,B. back,B. back,True
179,"Suppose you are in the boy’s position, what direction are you facing?A. right
B. front
C. back-left
D. front-left
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,B. front,A. right,False
180,"From the boy in the red bounding box's perspective, where is the frisbee positioned?A. front
B. back-left
C. right
D. front-left
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,C. right,C. right,True
181,"Taking the camera lens as the front, what direction is the man in the red bounding box looking toward?A. left
B. front-right
C. right
D. back
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,D. back,A. left,False
182,"As the man in the red bounding box in the photo, in which direction are you facing?A. back
B. left
C. back-left
D. front
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,D. front,D. front,True
183,"Taking the camera's viewpoint as the front, which way is the woman in the red bounding box facing in the image?A. front
B. front-right
C. back-left
D. right
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,C. back-left,C. back-left,True
184,"Picture yourself as the woman; which way are you in the red bounding box looking in the scene?A. front-left
B. left
C. back-right
D. front-right
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,D. front-right,D. front-right,True
185,"From a woman in the red bounding box's perspective, where is the man positioned?A. back
B. left
C. front
D. right
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,D. right,B. left,False
186,"Standing at table, gazing at door, where should window be?A. front-right
B. back
C. right
D. front-left
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,B. back,D. front-left,False
187,"Considering the camera's perspective as the front, what direction is the man standing and wearing white clothes in the red bounding box facing within the picture?A. back-right
B. front
C. back-left
D. front-left
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,A. back-right,A. back-right,True
188,"Picture yourself as the man standing and wearing white clothes; which way are you in the red bounding box looking in the scene?A. right
B. back-left
C. front
D. left
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,C. front,A. right,False
189,"From the perspective of the man standing and wearing white clothes in the red bounding box, where is the flying man positioned?A. front-right
B. back-left
C. left
D. back
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,A. front-right,A. front-right,True
190,"Taking the camera lens as the front, what direction is the man in the red bounding box looking toward?A. front
B. front-right
C. front-left
D. back
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,D. back,D. back,True
191,"Suppose you are in the man’s position, what direction are you facing?A. back-left
B. front-right
C. left
D. front-left
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,B. front-right,B. front-right,True
192,"From a man in the red bounding box's perspective, where is the woman positioned?A. left
B. front-right
C. right
D. back-right
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,A. left,A. left,True
193,"Taking the camera lens as the front, what direction is the woman in the red bounding box looking toward?A. front
B. right
C. back
D. front-right
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,C. back,C. back,True
194,"Suppose you are in the woman’s position, what direction are you facing?A. front
B. back-right
C. back
D. right
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,A. front,A. front,True
195,"From the perspective of the woman in purple clothes in the red bounding box, where is the man in black clothes located?A. back-right
B. back
C. left
D. right
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,C. left,C. left,True
196,"Where is the cabinet located compared to the television from the camera's perspective?A. down-left
B. front
C. right
D. back
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. down-left,C. right,False
197,"Could you tell me the location of the sofa in comparison to the desk in the red bounding box?A. right
B. back
C. front
D. front-down
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. right,B. back,False
198,"Where is the sofa in relation to the desk?A. above-left
B. back
C. down-right
D. above-right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. down-right,B. back,False
199,"Where is the sofa in relation to the desk?A. back-right
B. down-right
C. front-left
D. back-down
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. front-left,A. back-right,False
200,"Where is the desk in relation to the cabinet?A. back-right
B. front-left
C. front-right
D. down
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. down,D. down,True
201,"Could you tell me the location of the desk in comparison to the television in the red bounding box?A. above
B. back
C. front
D. right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. right,D. right,True
202,"How is the television positioned with respect to the box in the red bounding box?A. above-left
B. front
C. above-right
D. back-up
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. front,A. above-left,False
203,"Where is the television in relation to the box?A. front
B. back-up
C. above-left
D. back
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. front,C. above-left,False
204,"Where is the desk located compared to the picture from the camera's perspective?A. above-right
B. above
C. down
D. back-right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. down,C. down,True
205,"How is the desk positioned with respect to the picture in the red bounding box?A. back-right
B. above
C. above-right
D. down
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. down,D. down,True
206,"Where is the desk in relation to the picture?A. above-left
B. down
C. above
D. above-right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. down,B. down,True
207,"Where is the sofa located compared to the table from the camera's perspective?A. above-left
B. right
C. front-left
D. left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. right,B. right,True
208,"If you're looking at the table, where would you find the chair?A. front-up
B. back
C. left
D. down-left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. back,A. front-up,False
209,"Can you describe the position of the table relative to the television?A. above-right
B. back-up
C. down
D. left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. left,C. down,False
210,"How is the sofa positioned with respect to the picture in the red bounding box?A. front-right
B. back-right
C. above-left
D. down-right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. above-left,B. back-right,False
211,"Imagine standing at shelves looking towards picture, where is box?A. back-right
B. front-left
C. right
D. back
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,B. front-left,B. front-left,True
212,"Imagine standing at sofa looking towards table, where is box?A. right
B. front
C. back-right
D. left
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,D. left,B. front,False
213,"Imagine standing at desk looking towards table, where is television?A. back-left
B. back
C. front-right
D. front-left
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,D. front-left,C. front-right,False
214,"If you stand at shelves facing table, where is box?A. front-left
B. right
C. back-right
D. back-left
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,A. front-left,A. front-left,True
215,"Standing at picture, gazing at table, where should box be?A. back-right
B. front-left
C. back
D. front-right
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,B. front-left,D. front-right,False
216,"Imagine standing at desk looking towards table, where is box?A. front-right
B. back-right
C. front-left
D. left
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,C. front-left,A. front-right,False
217,"When positioned at sofa facing television, where can you find box?A. front
B. left
C. back-right
D. back
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,B. left,A. front,False
218,"Taking the camera's viewpoint as the front, which way is the man in the red bounding box facing in the image?A. back-right
B. front-right
C. left
D. front
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,C. left,C. left,True
219,"Suppose you are in the man’s position, what direction are you facing?A. back-right
B. left
C. back
D. front
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,D. front,D. front,True
220,"From the perspective of men in the red bounding box, where is the football positioned?A. left
B. back-right
C. back
D. front
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,D. front,D. front,True
221,"With the camera's viewpoint as the front, which direction is the man in the red bounding box facing in the image?A. front
B. back-left
C. front-left
D. back-right
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,D. back-right,D. back-right,True
222,"Imagine you're the man in the red bounding box in this image — which direction are you facing?A. front
B. left
C. back-right
D. right
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,A. front,B. left,False
223,"From this man in the red bounding box's perspective, where is the tennis ball positioned?A. back
B. back-right
C. back-left
D. front
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,D. front,D. front,True
224,"Taking the camera's viewpoint as the front, which way is the black sheep in the red bounding box facing in the image?A. front-right
B. back
C. left
D. right
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,C. left,B. back,False
225,"As the black sheep in the red bounding box in the photo, in which direction are you facing?A. front
B. left
C. back
D. back-right
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,A. front,A. front,True
226,"From the perspective of the black sheep in the red bounding box, where are the other white sheep located?A. front
B. back
C. right
D. front-left
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,B. back,B. back,True
227,"Taking the camera lens as the front, what direction is the giraffe in the red bounding box looking toward?A. back
B. right
C. left
D. front
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,A. back,C. left,False
228,"Suppose you are in the giraffe’s position, what direction are you facing?A. left
B. back-right
C. front
D. back-left
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,C. front,C. front,True
229,"Taking the camera's viewpoint as the front, which way is the boy in the red bounding box facing in the image?A. front-left
B. left
C. right
D. back
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,D. back,D. back,True
230,"Suppose you are in the boy’s position, what direction are you facing?A. back-left
B. left
C. back
D. front
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,D. front,D. front,True
231,"From the boy in the red bounding box's perspective, where is the bowl positioned?A. back-right
B. front
C. right
D. left
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,B. front,B. front,True
232,"With the camera's viewpoint as the front, which direction is the blonde woman in the red bounding box facing in the image?A. back-left
B. front-left
C. back-right
D. front-right
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,A. back-left,D. front-right,False
233,"Imagine you're the blonde woman in the red bounding box in this image — which direction are you facing?A. right
B. back
C. front-left
D. back-left
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,A. right,C. front-left,False
234,"From the perspective of the blonde woman in the red bounding box, where is the redhead woman located?A. back-right
B. right
C. back-left
D. front
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,D. front,C. back-left,False
235,"Taking the camera's viewpoint as the front, which way is the man facing in the image?A. front-right
B. back
C. front
D. right
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,B. back,B. back,True
236,"Picture yourself as the man; which way are you in the red bounding box looking in the scene?A. front-right
B. right
C. back-right
D. front-left
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,D. front-left,D. front-left,True
237,"Which hand is the man holding the tennis racket with?A. left
B. right
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,B. right,A. left,False
238,"From the perspective of the man in red clothes in the red bounding box, where is the man in green clothes?A. right
B. left
C. front
D. back-right
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,C. front,C. front,True
239,"Which hand does this man use to hold the tennis racket?A. left
B. right
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,B. right,A. left,False
240,"Can you describe the position of the table relative to the lamp?A. front
B. front-up
C. down-right
D. left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. down-right,C. down-right,True
241,"Where is the lamp located compared to the chair from the camera's perspective?A. back-down
B. above
C. back-right
D. front-down
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. above,B. above,True
242,"Could you tell me the location of the nightstand in comparison to the lamp in the red bounding box?A. back-left
B. front-left
C. down
D. back
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. down,C. down,True
243,"Where is the nightstand located compared to the bed from the camera's perspective?A. right
B. left
C. front
D. above
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. right,A. right,True
244,"Where is the table in relation to the lamp?A. back-left
B. back
C. front-down
D. down-right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. back-left,D. down-right,False
245,"How is the clothes positioned with respect to the television in the red bounding box?A. front-up
B. front-down
C. back-down
D. left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. left,C. back-down,False
246,"Where is the sofa located compared to the desk from the camera's perspective?A. front
B. back-up
C. back-down
D. left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. left,D. left,True
247,"Could you tell me the location of the bag in comparison to the clothes in the red bounding box?A. down
B. above-right
C. back-left
D. front-left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. front-left,A. down,False
248,"If you're looking at the clothes, where would you find the bag?A. back-right
B. down
C. back-left
D. right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. down,B. down,True
249,"How is the lamp positioned with respect to the desk in the red bounding box?A. front
B. above
C. down-left
D. back-down
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. above,B. above,True
250,"If you're looking at the chair, where would you find the lamp?A. front
B. back-down
C. above
D. down-left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. back-down,C. above,False
251,"If you're looking at the desk, where would you find the sofa?A. left
B. right
C. down
D. back-down
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. left,A. left,True
252,"How is the sofa positioned with respect to the chair in the red bounding box?A. right
B. front-up
C. down-left
D. back-left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. right,A. right,True
253,"Could you tell me the location of the nightstand in comparison to the lamp in the red bounding box?A. back-right
B. back-up
C. down
D. back-left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. down,C. down,True
254,"If you're looking at the chair, where would you find the sofa?A. down-left
B. above
C. right
D. down
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. right,C. right,True
255,"If you stand at sofa facing television, where is window?A. right
B. back
C. front-left
D. front
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,A. right,A. right,True
256,"When positioned at sofa facing nightstand, where can you find clothes?A. back-left
B. front-right
C. front-left
D. right
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,C. front-left,C. front-left,True
257,"If you stand at bag facing cabinet, where is window?A. front
B. back-left
C. right
D. front-left
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,C. right,B. back-left,False
258,"If you stand at bag facing clothes, where is window?A. front-right
B. back-right
C. right
D. left
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,D. left,D. left,True
259,"If you stand at desk facing mirror, where is window?A. back-left
B. front-left
C. front
D. right
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,D. right,A. back-left,False
260,"If you stand at nightstand facing desk, where is mirror?A. front
B. back
C. back-right
D. left
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,D. left,A. front,False
261,"Imagine standing at sofa looking towards television, where is mirror?A. front-right
B. back
C. back-left
D. front-left
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,A. front-right,D. front-left,False
262,"Which hand does the man in white use to hold the skateboard?A. left
B. right
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,A. left,B. right,False
263,"Where is the desk in relation to the books?A. front
B. front-right
C. left
D. above-right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. left,C. left,True
264,"How is the desk positioned with respect to the books?A. front-down
B. left
C. back-down
D. down
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. left,B. left,True
265,"Where is the desk in relation to the books?A. back-up
B. left
C. front
D. front-up
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. left,B. left,True
266,"Where is the desk located compared to the books from the camera's perspective?A. back
B. back-right
C. left
D. front
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. front,C. left,False
267,"Could you tell me the location of the desk in comparison to the books?A. back-down
B. left
C. back-up
D. front-down
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. front-down,B. left,False
268,"Can you describe the position of the desk relative to the books?A. back
B. front-up
C. left
D. front-down
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. back,C. left,False
269,"How is the desk positioned with respect to the books?A. front-down
B. front-up
C. back-right
D. back-left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. front-down,D. back-left,False
270,"Considering the camera's perspective as the front, what direction is the man in the red bounding box facing within the picture?A. right
B. left
C. back
D. front
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,C. back,C. back,True
271,"As the man in the red bounding box in the photo, in which direction are you facing?A. front-left
B. back
C. front-right
D. back-right
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,C. front-right,C. front-right,True
272,"Taking the camera's viewpoint as the front, which way is the cow in the red bounding box facing in the image?A. left
B. back-right
C. back-left
D. front-left
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,B. back-right,B. back-right,True
273,"Imagine you're the cow in the red bounding box in this image — which direction are you facing?A. back-right
B. left
C. back-left
D. front-right
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,D. front-right,D. front-right,True
274,"From the perspective of this cow in the red bounding box, in which direction is the house?A. right
B. left
C. front-right
D. back-right
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,B. left,B. left,True
275,"Where is the counter located compared to the door from the camera's perspective?A. front
B. right
C. down-left
D. left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. right,B. right,True
276,"Where is the cabinet located compared to the counter from the camera's perspective?A. right
B. down
C. above-right
D. front-left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. down,B. down,True
277,"If you're looking at the counter, where would you find the sink?A. front-up
B. left
C. above
D. right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. right,B. left,False
278,"Where is the sink located compared to the counter from the camera's perspective?A. left
B. back-right
C. front-up
D. right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. left,A. left,True
279,"Where is the sink in relation to the counter?A. back
B. right
C. front-up
D. left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. left,D. left,True
280,"If you're looking at the sink, where would you find the refrigerator?A. left
B. down-left
C. right
D. front-down
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. right,C. right,True
281,"With the camera's viewpoint as the front, which direction is the woman in the red bounding box in green facing in the image?A. back
B. front-left
C. right
D. back-left
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,C. right,C. right,True
282,"Suppose you are in the woman in green’s position, what direction are you facing?A. back-left
B. front
C. right
D. left
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,B. front,B. front,True
283,"From the perspective of the woman in green clothes in the red bounding box, where is the horse?A. front
B. back-left
C. back
D. back-right
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,A. front,A. front,True
284,"Taking the camera lens as the front, what direction is the man in the red bounding box looking toward?A. back-left
B. front
C. front-left
D. front-right
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,A. back-left,A. back-left,True
285,"Picture yourself as the man; which way are you looking in the scene?A. left
B. front
C. front-left
D. right
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,B. front,D. right,False
286,"Considering the camera's perspective as the front, what direction is the man in the red bounding box facing within the picture?A. front-right
B. front
C. left
D. back
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,D. back,D. back,True
287,"Suppose you are in the man’s position, what direction are you facing?A. back-right
B. right
C. front-left
D. front-right
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,C. front-left,C. front-left,True
288,"From the perspective of the man in the red bounding box, where is the tennis ball?A. back
B. front-right
C. front-left
D. back-right
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,B. front-right,C. front-left,False
289,"Which hand is this man holding the cell phone with?A. left
B. right
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,B. right,A. left,False
290,"With the camera's viewpoint as the front, which direction is the man in the red bounding box facing in the image?A. front-right
B. front
C. back
D. front-left
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,C. back,C. back,True
291,"As the man in the red bounding box in the photo, in which direction are you facing?A. front
B. right
C. back
D. left
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,B. right,A. front,False
292,"From the man in the red bounding box's perspective, where is the bed located?A. right
B. front-left
C. back-left
D. back
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,A. right,A. right,True
293,"Considering the camera's perspective as the front, what direction is the cat in the red bounding box facing within the picture?A. back-left
B. right
C. front-left
D. back-right
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,B. right,A. back-left,False
294,"Picture yourself as the cat; which way are you in the red bounding box looking in the scene?A. right
B. back
C. front
D. back-right
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,C. front,C. front,True
295,"From the perspective of this cat in the red bounding box, where is the door located?A. right
B. left
C. back
D. front
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,D. front,C. back,False
296,"Could you tell me the location of the door in comparison to the table in the red bounding box?A. back-up
B. front-right
C. right
D. left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. left,D. left,True
297,"Could you tell me the location of the box in comparison to the whiteboard in the red bounding box?A. back-left
B. back-up
C. down-right
D. back-down
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. down-right,C. down-right,True
298,"When positioned at box facing whiteboard, where can you find door?A. front-right
B. back-right
C. left
D. front-left
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,B. back-right,B. back-right,True
