ID,Question_Type,Full_Output,Parsed_Answer,Correct_Answer,IsCorrect
162,Person perspective - Scene Simulation Relative Direction,"The object inside the **red bounding box** is a curtain. When positioned at the cabinet facing the table, the curtain is located to the right of the cabinet. Therefore, the correct answer is D. right.",D,A. front,False
163,Person perspective - Scene Simulation Relative Direction,"The object inside the **red bounding box** is a refrigerator. If you are standing at the table and looking towards the curtain, the refrigerator is located to your left. Therefore, the correct answer is D. left.",D,C. back-right,False
164,Person perspective - Scene Simulation Relative Direction,"The object inside the **red bounding box** is a lamp. When positioned at the bed facing the table, the lamp is located to the right of the bed. Therefore, the correct answer is D. right.",D,D. right,True
165,Person perspective - Scene Simulation Relative Direction,"The object inside the **red bounding box** is the television. When positioned at the television facing the picture, the curtain is located to the left of the television. Therefore, the correct answer is B. left.",B,B. left,True
166,Person perspective - Scene Simulation Relative Direction,"The object inside the **red bounding box** is a lamp. When positioned at the bed facing the television, the lamp is located in front of the bed. Therefore, the correct answer is A. front.",A,D. back-right,False
167,Camera perspective - Object View Orientation,"The man inside the **red bounding box** is looking towards the back-left. This is evident because his gaze is directed towards the left side of the image, which is opposite to the direction he is facing, indicating that he is looking back-left.",D,D. back-left,True
168,Person perspective - Object View Orientation,"The object inside the **red bounding box** is a man. He is facing towards the front of the image. Therefore, the correct answer is B. front.",B,B. front,True
169,Camera perspective - Object View Orientation,"The object inside the **red bounding box** is a boy. The boy is looking towards the back-left direction. Therefore, the correct answer is B. back-left.",B,D. back-right,False
170,Person perspective - Object View Orientation,"The object inside the **red bounding box** is a boy. He is looking towards the front of the image. Therefore, the correct answer is D. front.",D,D. front,True
171,Person perspective - Relative Direction,"The object inside the **red bounding box** is a boy. From the boy's perspective, the man is positioned to his left.",C,A. back,False
172,Camera perspective - Object View Orientation,The man riding a bicycle in the red bounding box is facing towards the front-left side of the image.,D,D. front-left,True
173,Person perspective - Object View Orientation,"The object inside the **red bounding box** is a man riding a bicycle. He is facing forward, with his body oriented towards the camera. Therefore, the correct answer is C. front.",C,C. front,True
174,Person perspective - Relative Direction,"The man riding a bicycle in the red bounding box is positioned to the right of the two standing people. Therefore, from his perspective, the two standing people are positioned in front and to the left of him.",,B. front-right,False
175,Camera perspective - Object View Orientation,"The woman wearing the red hat in the red bounding box is facing away from the camera, which means she is facing towards the back of the image. Therefore, the correct answer is B. back.",B,B. back,True
176,Person perspective - Object View Orientation,"The object inside the **red bounding box** is a woman wearing a red hat. She is facing the camera, which is in front of her. Therefore, the correct answer is C. front-right.",C,C. front-right,True
177,Person perspective - Relative Direction,"The woman wearing the red hat is inside the **red bounding box**. The woman wearing the black hat is positioned to the right of the woman in the red hat. Therefore, from the perspective of the woman in the red hat, the woman wearing the black hat is in the back-right position.",,C. left,False
178,Camera perspective - Object View Orientation,"The object inside the **red bounding box** is a boy. He is positioned to the left of the image, facing away from the camera. Therefore, the correct answer is A. left.",A,B. back,False
179,Person perspective - Object View Orientation,"The object inside the **red bounding box** is a frisbee. The frisbee is located to the right of the boy's head and slightly above his waist. Given this information, if you were in the boy's position, you would be facing towards the right side of the image. Therefore, the correct answer is A. right.",A,A. right,True
180,Person perspective - Relative Direction,"The object inside the **red bounding box** is a boy. The frisbee is positioned to the right of the boy when viewed from his perspective. Therefore, the correct answer is C. right.",C,C. right,True
181,Camera perspective - Object View Orientation,The man inside the **red bounding box** is looking towards the left side of the image. This is evident because his body orientation and gaze direction are aligned with the left side of the picture.,A,A. left,True
182,Person perspective - Object View Orientation,The object inside the **red bounding box** is a man. He is facing towards the front of the image.,D,D. front,True
183,Camera perspective - Object View Orientation,"The object inside the **red bounding box** is a woman. She is facing away from the camera, towards the back-left side of the image. Therefore, the correct answer is C. back-left.",C,C. back-left,True
184,Person perspective - Object View Orientation,"The object inside the **red bounding box** is a woman. She is facing the camera, and her body is oriented towards the right side of the image. Given this orientation, she is looking in the direction of the front-right. Therefore, the correct answer is D. front-right.",D,D. front-right,True
185,Person perspective - Relative Direction,The woman in the red bounding box is positioned to the left of the man.,B,B. left,True
186,Person perspective - Scene Simulation Relative Direction,"The object inside the **red bounding box** is a chair. The chair is positioned in front of the table and facing the door. Given this information, the window should be located to the left of the chair, as it is facing the door. Therefore, the correct answer is D. front-left.",D,D. front-left,True
187,Camera perspective - Object View Orientation,"The man standing and wearing white clothes in the red bounding box is facing away from the camera, which means he is facing back-left.",C,A. back-right,False
188,Person perspective - Object View Orientation,"The object inside the **red bounding box** is a skateboarder. The skateboarder is positioned in front of the person wearing white clothes, who is standing to the left of the skateboarder. Therefore, if you were the person in white clothes, you would be looking towards the skateboarder, which is in front of you.",,A. right,False
189,Person perspective - Relative Direction,"The object inside the **red bounding box** is a man who is flying in the air. From the perspective of the man standing and wearing white clothes, the flying man is positioned to his right. Therefore, the correct answer is A. front-right.",A,A. front-right,True
190,Camera perspective - Object View Orientation,"The object inside the **red bounding box** is a man. He is sitting in a train seat, facing forward. Given that he is seated and looking straight ahead, it is logical to conclude that he is looking towards the front of the train. Therefore, the correct answer is A. front.",A,D. back,False
191,Person perspective - Object View Orientation,"The object inside the **red bounding box** is the man. He is facing towards the camera, which is in front of him. Therefore, the correct answer is B. front-right.",B,B. front-right,True
192,Person perspective - Relative Direction,"The object inside the **red bounding box** is a man. From the man's perspective, the woman is positioned to his left.",A,A. left,True
193,Camera perspective - Object View Orientation,"The woman inside the **red bounding box** is looking towards the left side of the image. This is because she is positioned to the right of the cake and is facing away from the camera, which means she is looking towards the left side of the image. Therefore, the correct answer is C. back.",C,C. back,True
194,Person perspective - Object View Orientation,"The object inside the **red bounding box** is a woman. She is facing the camera, which is in front of her. Therefore, the correct answer is A. front.",A,A. front,True
195,Person perspective - Relative Direction,The man in black clothes is located to the right of the woman in purple clothes from the perspective of the woman in purple clothes in the red bounding box.,D,C. left,False
196,Camera perspective - Relative Direction,The cabinet is located behind the television from the camera's perspective.,,C. right,False
197,Camera perspective - Relative Direction,"The object inside the **red bounding box** is a desk. The sofa is located to the right of the desk, as indicated by the direction of the bounding box and the positioning of the sofa relative to the desk. Therefore, the correct answer is A. right.",A,B. back,False
198,Camera perspective - Relative Direction,"The sofa is located below and to the right of the desk. Therefore, the correct answer is C. down-right.",C,B. back,False
199,Camera perspective - Relative Direction,"The sofa is located in the back-right of the desk. This means that if you were standing at the desk, the sofa would be positioned further away and towards the right side of the desk. Therefore, the correct answer is A. back-right.",A,A. back-right,True
200,Camera perspective - Relative Direction,"The desk is located in front of the cabinet, which is positioned to the right of the desk. Therefore, the correct answer is B. front-left.",B,D. down,False
201,Camera perspective - Relative Direction,The desk is located to the right of the television in the red bounding box.,D,D. right,True
202,Camera perspective - Relative Direction,"The television is positioned above and to the left of the box in the red bounding box. Therefore, the correct answer is A. above-left.",A,A. above-left,True
203,Camera perspective - Relative Direction,"The television is located above and to the left of the box. Therefore, the correct answer is C. above-left.",C,C. above-left,True
204,Camera perspective - Relative Direction,"The desk is located below the picture from the camera's perspective. This is because the desk is positioned on the floor, which is at a lower level than the picture, which is hanging on the wall. Therefore, the correct answer is C. down.",C,C. down,True
205,Camera perspective - Relative Direction,The desk is positioned below the picture in the red bounding box.,,D. down,False
206,Camera perspective - Relative Direction,The desk is located below the picture.,,B. down,False
207,Camera perspective - Relative Direction,"The object inside the **red bounding box** is the sofa. The sofa is located to the right of the table from the camera's perspective. Therefore, the correct answer is B. right.",B,B. right,True
208,Camera perspective - Relative Direction,"The object inside the **red bounding box** is a chair. If you're looking at the table, the chair would be in front of it and to its right. Therefore, the correct answer is C. left.",C,A. front-up,False
209,Camera perspective - Relative Direction,"The table is positioned to the left of the television. Therefore, the correct answer is D. left.",D,C. down,False
210,Camera perspective - Relative Direction,"The object inside the **red bounding box** is a picture. The picture is positioned above and to the left of the sofa. Therefore, the correct answer is C. above-left.",C,B. back-right,False
211,Person perspective - Scene Simulation Relative Direction,"The object inside the **red bounding box** is a box. The box is located in the back-right area of the image when standing at the shelves and looking towards the picture. Therefore, the correct answer is A. back-right.",A,B. front-left,False
212,Person perspective - Scene Simulation Relative Direction,"The object inside the **red bounding box** is a box. If you are standing at the sofa and looking towards the table, the box is located to your left. Therefore, the correct answer is D. left.",D,B. front,False
213,Person perspective - Scene Simulation Relative Direction,"The object inside the **red bounding box** is a television. The television is positioned in front of the desk and to the left of the person's perspective when standing at the desk and looking towards the table. Therefore, the correct answer is D. front-left.",D,C. front-right,False
214,Person perspective - Scene Simulation Relative Direction,"The object inside the **red bounding box** is a box. If you stand at the shelves facing the table, the box is located in front of you and to your left. Therefore, the correct answer is A. front-left.",A,A. front-left,True
215,Person perspective - Scene Simulation Relative Direction,"The object inside the **red bounding box** is a picture. The picture is standing and gazing at the table. To place the box in the correct position relative to the picture, it should be positioned in front of the picture and to the right side. Therefore, the correct answer is D. front-right.",D,D. front-right,True
216,Person perspective - Scene Simulation Relative Direction,"The object inside the **red bounding box** is a box. The box is located on the floor to the right of the desk when facing the table. Therefore, the correct answer is B. back-right.",B,A. front-right,False
217,Person perspective - Scene Simulation Relative Direction,"The object inside the **red bounding box** is a television. When positioned at the sofa facing the television, the box is located in front of the television. Therefore, the correct answer is A. front.",A,A. front,True
218,Camera perspective - Object View Orientation,"The object inside the **red bounding box** is a man. He is positioned to the right of the bounding box and facing away from it. Therefore, the correct answer is A. back-right.",A,C. left,False
219,Person perspective - Object View Orientation,"The object inside the **red bounding box** is a soccer ball. The soccer ball is positioned to the right of the man and slightly in front of him. Given this information, if you were in the man's position, you would be facing towards the left side of the image. Therefore, the correct answer is B. left.",B,D. front,False
220,Person perspective - Relative Direction,"The object inside the **red bounding box** is a man. The football is positioned in front of the man, as it is on the ground and closer to the viewer than the man's body. Therefore, the correct answer is D. front.",D,D. front,True
221,Camera perspective - Object View Orientation,"The object inside the **red bounding box** is a man. He is positioned such that his body is oriented towards the left side of the image when viewed from the camera's perspective. Given this orientation, the man is facing back-left relative to the camera's viewpoint. Therefore, the correct answer is B. back-left.",B,D. back-right,False
222,Person perspective - Object View Orientation,"The object inside the **red bounding box** is a man playing tennis. He is facing towards the right side of the image, as indicated by his body orientation and the direction of his gaze. Therefore, the correct answer is D. right.",D,B. left,False
223,Person perspective - Relative Direction,"The object inside the **red bounding box** is a tennis ball. From the man's perspective, the tennis ball is positioned in front of him. This is because the man is about to hit the ball with his racket, and the ball is moving towards him from the front. Therefore, the correct answer is D. front.",D,D. front,True
224,Camera perspective - Object View Orientation,"The object inside the **red bounding box** is a black sheep. The black sheep is positioned such that its head is facing towards the left side of the image. Therefore, the correct answer is C. left.",C,B. back,False
225,Person perspective - Object View Orientation,"The object inside the **red bounding box** is a black sheep. This sheep is positioned such that its head is facing towards the left side of the image. Therefore, the correct answer is B. left.",B,A. front,False
226,Person perspective - Relative Direction,"The object inside the **red bounding box** is a black sheep. This sheep is positioned in front of the other white sheep. Therefore, from the perspective of the black sheep, the other white sheep are located in front of it.",A,B. back,False
227,Camera perspective - Object View Orientation,"The object inside the **red bounding box** is a giraffe. The giraffe is positioned such that its head and neck are oriented towards the left side of the image. Given this orientation, the giraffe is looking towards the left. Therefore, the correct answer is C. left.",C,C. left,True
228,Person perspective - Object View Orientation,"The object inside the **red bounding box** is a giraffe. The giraffe is positioned such that its head and neck are oriented towards the left side of the image. Given this orientation, if you were in the giraffe's position, you would be facing left. Therefore, the correct answer is A. left.",A,C. front,False
229,Camera perspective - Object View Orientation,"The object inside the **red bounding box** is a boy. The boy is facing away from the camera, towards the back of the image. Therefore, the correct answer is D. back.",D,D. back,True
230,Person perspective - Object View Orientation,"The object inside the **red bounding box** is the boy's face. The boy is facing forward, as indicated by his gaze and the direction of his body. Therefore, the correct answer is D. front.",D,D. front,True
231,Person perspective - Relative Direction,"The object inside the **red bounding box** is a boy. The bowl is positioned in front of the boy, as it is placed on the ground in front of him. Therefore, from the boy's perspective, the bowl is in the front.",B,B. front,True
232,Camera perspective - Object View Orientation,"The object inside the **red bounding box** is a blonde woman. She is facing away from the camera, towards the back-right side of the image. Therefore, the correct answer is C. back-right.",C,D. front-right,False
233,Person perspective - Object View Orientation,"The object inside the **red bounding box** is a blonde woman. She is facing towards the front-left side of the image. Therefore, the correct answer is C. front-left.",C,C. front-left,True
234,Person perspective - Relative Direction,"The object inside the **red bounding box** is a blonde woman. The redhead woman is located to the right of the blonde woman from her perspective. Therefore, the correct answer is B. right.",B,C. back-left,False
235,Camera perspective - Object View Orientation,"The object inside the **red bounding box** is a man. He is facing away from the camera, towards the back of the image. Therefore, the correct answer is B. back.",B,B. back,True
236,Person perspective - Object View Orientation,"The object inside the **red bounding box** is a man. He is facing forward, and his body is oriented towards the left side of the image. Therefore, if you were to imagine yourself as this man, you would be looking in the direction of the front-left.",D,D. front-left,True
237,Person perspective - Relative Direction,The man is holding the tennis racket with his right hand.,B,A. left,False
238,Person perspective - Relative Direction,"The object inside the **red bounding box** is a man in red clothes. This man is positioned to the left of the man in green clothes. Therefore, from the perspective of the man in red clothes, the man in green clothes is on his left side.",B,C. front,False
239,Person perspective - Relative Direction,"The object inside the **red bounding box** is a tennis racket. The tennis racket is held in the man's right hand. Therefore, the correct answer is B. right.",B,A. left,False
240,Camera perspective - Relative Direction,"The table is positioned to the right of the lamp, which is located on the left side of the image. Therefore, the correct answer is C. down-right.",C,C. down-right,True
241,Camera perspective - Relative Direction,"The object inside the **red bounding box** is the lamp. The lamp is located in front of the chair, and it is positioned below the chair from the camera's perspective. Therefore, the correct answer is D. front-down.",D,B. above,False
242,Camera perspective - Relative Direction,"The object inside the **red bounding box** is a lamp. The lamp is located on the nightstand, which is positioned directly below it. Therefore, the correct answer is C. down.",C,C. down,True
243,Camera perspective - Relative Direction,"The object inside the **red bounding box** is the nightstand. The nightstand is located to the right of the bed from the camera's perspective. Therefore, the correct answer is A. right.",A,A. right,True
244,Camera perspective - Relative Direction,"The table is located below and to the right of the lamp. Therefore, the correct answer is D. down-right.",D,D. down-right,True
245,Camera perspective - Relative Direction,The clothes are positioned to the left of the television in the red bounding box.,D,C. back-down,False
246,Camera perspective - Relative Direction,"The object inside the **red bounding box** is a sofa. The sofa is located to the left of the desk from the camera's perspective. Therefore, the correct answer is D. left.",D,D. left,True
247,Camera perspective - Relative Direction,"The object inside the **red bounding box** is a bag. The bag is located below the clothes, which are inside the red box. Therefore, the correct answer is A. down.",A,A. down,True
248,Camera perspective - Relative Direction,"The object inside the **red bounding box** is a bag. The bag is located below the clothes, which means if you're looking at the clothes, you would find the bag down. Therefore, the correct answer is B. down.",B,B. down,True
249,Camera perspective - Relative Direction,"The lamp is positioned above the desk in the red bounding box. This is evident because the lamp is located on top of the desk, which is a common arrangement for lamps in a room.",B,B. above,True
250,Camera perspective - Relative Direction,"The object inside the **red bounding box** is the lamp. The lamp is located above the chair. Therefore, if you're looking at the chair, you would find the lamp above it.",C,C. above,True
251,Camera perspective - Relative Direction,"The object inside the **red bounding box** is the sofa. The sofa is positioned to the left of the desk. Therefore, if you're looking at the desk, the sofa would be to your left.",A,A. left,True
252,Camera perspective - Relative Direction,The sofa is positioned to the right of the chair in the red bounding box.,A,A. right,True
253,Camera perspective - Relative Direction,"The object inside the **red bounding box** is the lamp. The lamp is located on the nightstand, which is positioned below the lamp. Therefore, the correct answer is C. down.",C,C. down,True
254,Camera perspective - Relative Direction,"The object inside the **red bounding box** is the chair. If you're looking at the chair, the sofa would be to the right of it. Therefore, the correct answer is C. right.",C,C. right,True
255,Person perspective - Scene Simulation Relative Direction,"The object inside the **red bounding box** is a television. If you stand at the sofa facing the television, the window is located in front of you, to your left side. Therefore, the correct answer is C. front-left.",C,A. right,False
256,Person perspective - Scene Simulation Relative Direction,"The object inside the **red bounding box** is a nightstand. When positioned at the sofa facing the nightstand, the clothes can be found in front of the nightstand, which is to the left of the nightstand when facing it. Therefore, the correct answer is C. front-left.",C,C. front-left,True
257,Person perspective - Scene Simulation Relative Direction,"The object inside the **red bounding box** is a bag. If you stand at the bag facing the cabinet, the window is located to the right of the cabinet. Therefore, the correct answer is C. right.",C,B. back-left,False
258,Person perspective - Scene Simulation Relative Direction,"The object inside the **red bounding box** is a bag. If you stand at the bag facing the clothes, the window is located to the left of the bag. Therefore, the correct answer is D. left.",D,D. left,True
259,Person perspective - Scene Simulation Relative Direction,"The object inside the **red bounding box** is a desk. If you stand at the desk facing the mirror, the window is located to the right of the desk. Therefore, the correct answer is D. right.",D,A. back-left,False
260,Person perspective - Scene Simulation Relative Direction,"The object inside the **red bounding box** is a mirror. If you stand at the nightstand facing the desk, the mirror is located in front of you. Therefore, the correct answer is A. front.",A,A. front,True
261,Person perspective - Scene Simulation Relative Direction,"The object inside the **red bounding box** is a television. If you are standing at the sofa and looking towards the television, the mirror would be in front of you and to your left. Therefore, the correct answer is D. front-left.",D,D. front-left,True
262,Person perspective - Relative Direction,The man in white is holding the skateboard with his right hand.,B,B. right,True
263,Camera perspective - Relative Direction,The desk is located to the left of the books.,C,C. left,True
264,Camera perspective - Relative Direction,"The desk is positioned with respect to the books as follows: The desk is located in front of the books, which are placed on top of it. Therefore, the correct answer is A. front-down.",A,B. left,False
265,Camera perspective - Relative Direction,The desk is located behind the books.,,B. left,False
266,Camera perspective - Relative Direction,The desk is located in front of the books from the camera's perspective.,D,C. left,False
267,Camera perspective - Relative Direction,"The desk is located in front of the books. The books are on top of the desk, which means they are positioned below the desk. Therefore, the correct answer is D. front-down.",D,B. left,False
268,Camera perspective - Relative Direction,"The desk is positioned in front of the books, which are located on top of it. Therefore, the correct answer is B. front-up.",B,C. left,False
269,Camera perspective - Relative Direction,"The desk is positioned with respect to the books as follows: The desk is in front of the books, and the books are below the desk. Therefore, the correct answer is A. front-down.",A,D. back-left,False
270,Camera perspective - Object View Orientation,The man inside the **red bounding box** is facing towards the right side of the image. This is evident because his body orientation and the direction of his gaze are aligned with the right side of the frame.,A,C. back,False
271,Person perspective - Object View Orientation,"The object inside the **red bounding box** is a man. He is facing towards the camera, which is in front of him. Therefore, the correct answer is A. front-left.",A,C. front-right,False
272,Camera perspective - Object View Orientation,"The object inside the **red bounding box** is a cow. The cow is positioned such that its head is facing towards the right side of the image. Given this orientation, the cow is facing away from the viewer and towards the back-right direction. Therefore, the correct answer is B. back-right.",B,B. back-right,True
273,Person perspective - Object View Orientation,"The object inside the **red bounding box** is a cow. The cow is positioned such that its head is facing towards the right side of the image, and its body is oriented with its back towards the viewer. Therefore, the correct answer is D. front-right.",D,D. front-right,True
274,Person perspective - Relative Direction,"The object inside the **red bounding box** is a cow. The house is located to the left of the cow from its perspective. Therefore, the correct answer is B. left.",B,B. left,True
275,Camera perspective - Relative Direction,The counter is located to the right of the door from the camera's perspective.,B,B. right,True
276,Camera perspective - Relative Direction,"The cabinet is located below the counter from the camera's perspective. This means that if you were standing in front of the counter, the cabinet would be directly beneath it. Therefore, the correct answer is B. down.",B,B. down,True
277,Camera perspective - Relative Direction,"The object inside the **red bounding box** is the sink. The sink is located directly below the counter, which means if you're looking at the counter, the sink would be in front of you. Therefore, the correct answer is A. front-up.",A,B. left,False
278,Camera perspective - Relative Direction,"The object inside the **red bounding box** is the sink. The sink is located in front of the counter, which means it is positioned below and in front of the counter when viewed from the camera's perspective. Therefore, the correct answer is C. front-up.",C,A. left,False
279,Camera perspective - Relative Direction,The sink is located to the left of the counter.,D,D. left,True
280,Camera perspective - Relative Direction,"The object inside the **red bounding box** is the refrigerator. The refrigerator is located to the right of the sink. Therefore, if you're looking at the sink, you would find the refrigerator to the right.",C,C. right,True
281,Camera perspective - Object View Orientation,"The woman in the red bounding box is facing away from the camera, towards the back-left side of the image.",,C. right,False
282,Person perspective - Object View Orientation,"The object inside the **red bounding box** is the woman in green. She is facing towards the right side of the image. Therefore, if you were in her position, you would be facing right.",C,B. front,False
283,Person perspective - Relative Direction,"The object inside the **red bounding box** is a woman in green clothes. The horse is positioned directly behind her, as indicated by the bounding box's location relative to the woman. Therefore, from the perspective of the woman in green clothes, the horse is in front of her.",A,A. front,True
284,Camera perspective - Object View Orientation,"The man inside the **red bounding box** is looking towards the left side of the image. Given that the camera lens is positioned at the front, and considering the orientation of his body and gaze, it is logical to conclude that he is facing left. Therefore, the correct answer is A. back-left.",A,A. back-left,True
285,Person perspective - Object View Orientation,"The object inside the **red bounding box** is a baseball glove. The baseball glove is positioned to the right of the man, indicating that he is looking towards the right side of the image. Therefore, the correct answer is D. right.",D,D. right,True
286,Camera perspective - Object View Orientation,"The object inside the **red bounding box** is a man. He is positioned to the right of the bounding box and facing towards the left side of the image. Therefore, the correct answer is C. left.",C,D. back,False
287,Person perspective - Object View Orientation,"The object inside the **red bounding box** is a tennis ball. The tennis ball is positioned to the right of the man, indicating that he is facing towards the right side of the image. Therefore, the correct answer is B. right.",B,C. front-left,False
288,Person perspective - Relative Direction,"The object inside the **red bounding box** is a tennis ball. The tennis ball is positioned in front of the man and to his right side. Therefore, from the perspective of the man in the red bounding box, the tennis ball is in the front-right position.",B,C. front-left,False
289,Person perspective - Relative Direction,The man is holding the cell phone with his right hand.,B,A. left,False
290,Camera perspective - Object View Orientation,"The man in the red bounding box is facing away from the camera, towards the back of the room.",C,C. back,True
291,Person perspective - Object View Orientation,"The object inside the **red bounding box** is a man wearing a leopard print robe. He is standing in front of a bed with a white headboard and a red blanket. The man is facing the camera, which is positioned in front of him. Therefore, the correct answer is A. front.",A,A. front,True
292,Person perspective - Relative Direction,"The man in the red bounding box is standing to the right of the bed. Therefore, from his perspective, the bed is located to his right.",A,A. right,True
293,Camera perspective - Object View Orientation,"The object inside the **red bounding box** is a cat. The cat is positioned to the left of the door and facing away from the camera. Therefore, the correct answer is A. back-left.",A,A. back-left,True
294,Person perspective - Object View Orientation,"The object inside the **red bounding box** is a cat. The cat is positioned in front of the door, facing towards the viewer. Therefore, the correct answer is C. front.",C,C. front,True
295,Person perspective - Relative Direction,"The object inside the **red bounding box** is a cat. The door is located to the right of the cat from its perspective. Therefore, the correct answer is A. right.",A,C. back,False
296,Camera perspective - Relative Direction,"The object inside the **red bounding box** is a table. The table is located to the left of the door. Therefore, the correct answer is D. left.",D,D. left,True
297,Camera perspective - Relative Direction,"The object inside the **red bounding box** is a whiteboard. The box is located below and to the right of the whiteboard. Therefore, the correct answer is C. down-right.",C,C. down-right,True
298,Person perspective - Scene Simulation Relative Direction,"The object inside the **red bounding box** is a whiteboard. When positioned at the box facing the whiteboard, the door is located in the back-right direction. Therefore, the correct answer is B. back-right.",B,B. back-right,True
299,Camera perspective - Object View Orientation,"The man sitting in the red bounding box in a wheelchair is facing away from the camera lens. This means he is looking towards the back-left direction. Therefore, the correct answer is D. back-left.",D,A. back-right,False
300,Person perspective - Object View Orientation,"The object inside the **red bounding box** is a man sitting in a wheelchair. He is facing towards the left side of the image, as indicated by the direction of his body and the position of his head relative to the bounding box. Therefore, the correct answer is B. front-left.",B,B. front-left,True
301,Person perspective - Relative Direction,"The man in white clothes is located to the right of the man in the wheelchair, as indicated by the red bounding box. Therefore, the correct answer is B. back-right.",B,D. left,False
302,Camera perspective - Relative Direction,The cabinet is positioned to the left of the door in the red bounding box.,B,B. left,True
303,Camera perspective - Relative Direction,The table is located to the right of the books.,B,A. front,False
304,Camera perspective - Relative Direction,The cabinet is located to the left of the door.,D,D. left,True
305,Camera perspective - Relative Direction,"The cabinet is located in front of the door, which is inside the red bounding box. Therefore, the correct answer is C. front-up.",C,B. back-down,False
306,Camera perspective - Relative Direction,"The table is positioned to the left of the chair in the red bounding box. Therefore, the correct answer is D. back-left.",D,C. right,False
307,Camera perspective - Relative Direction,"The object inside the **red bounding box** is the nightstand. The nightstand is positioned in front of the cabinet, which means it is to the left of the cabinet when viewed from the perspective of the image. Therefore, the correct answer is A. front-left.",A,A. front-left,True
308,Camera perspective - Relative Direction,The clothes are located above the bag.,C,D. back-up,False
309,Camera perspective - Relative Direction,"The object inside the **red bounding box** is a chair. The chair is located behind the books from the camera's perspective. Therefore, the correct answer is A. back.",A,C. down-left,False
310,Camera perspective - Relative Direction,"The object inside the **red bounding box** is the nightstand. The nightstand is positioned in front of the cabinet, which means it is to the left of the cabinet when facing the camera. Therefore, the correct answer is D. front-left.",D,D. front-left,True
311,Camera perspective - Relative Direction,"The clothes are positioned inside the red bounding box, which is located on the floor. The clothes are directly above the bag, indicating that they are positioned behind and above the bag. Therefore, the correct answer is D. back-up.",D,D. back-up,True
312,Camera perspective - Relative Direction,The clothes are positioned above the bag in the red bounding box.,C,C. above,True
313,Camera perspective - Relative Direction,"The clothes are located inside the **red bounding box**. The bag is positioned in front of the clothes, which means it is below them. Therefore, the correct answer is A. front-down.",A,B. above,False
314,Camera perspective - Relative Direction,"The table is located to the right of the chair in the red bounding box. Therefore, the correct answer is A. right.",A,A. right,True
315,Camera perspective - Relative Direction,"The object inside the **red bounding box** is the cabinet. The cabinet is located directly below the nightstand, which means it is positioned at the same level as the nightstand but further back in the room. Therefore, the correct answer is B. back.",B,A. left,False
316,Person perspective - Scene Simulation Relative Direction,"The object inside the **red bounding box** is a nightstand. When positioned at the nightstand facing the table, the books can be found in front of the nightstand. Therefore, the correct answer is A. front.",A,A. front,True
317,Person perspective - Scene Simulation Relative Direction,"The object inside the **red bounding box** is a cabinet. When positioned at the cabinet facing the picture, the books can be found in front of the cabinet, to the left side. Therefore, the correct answer is C. front-left.",C,C. front-left,True
318,Person perspective - Scene Simulation Relative Direction,"The object inside the **red bounding box** is a nightstand. If you stand at the nightstand facing the picture, the books would be in front of you and to your left. Therefore, the correct answer is A. front-left.",A,A. front-left,True
319,Person perspective - Scene Simulation Relative Direction,"The object inside the **red bounding box** is a book. If you stand at the bed facing the chair, the book is located to the right of the chair. Therefore, the correct answer is D. right.",D,B. front,False
320,Person perspective - Scene Simulation Relative Direction,"The object inside the **red bounding box** is a chair. When positioned at the toilet facing the chair, the books can be found to the right of the chair. Therefore, the correct answer is D. right.",D,A. front,False
321,Person perspective - Scene Simulation Relative Direction,"The object inside the **red bounding box** is a picture. When positioned at the nightstand facing the chair, the picture is located in front of the chair and to the right side of the nightstand. Therefore, the correct answer is D. front-right.",D,D. front-right,True
322,Person perspective - Scene Simulation Relative Direction,"The object inside the **red bounding box** is a book. If you stand at the table facing the chair, the book is located in front of you. Therefore, the correct answer is A. front.",A,A. front,True
323,Camera perspective - Object View Orientation,The man sitting on the elephant in the red bounding box is looking towards the right.,C,C. right,True
324,Person perspective - Object View Orientation,"The object inside the **red bounding box** is the man sitting on the elephant's back. He is facing forward, as indicated by his body orientation and the direction of his gaze. Therefore, the correct answer is C. front.",C,C. front,True
325,Person perspective - Relative Direction,The man in the river is located to the left of the man sitting on the elephant in the red bounding box.,B,B. left,True
326,Camera perspective - Object View Orientation,The man in the red bounding box is looking towards the back.,D,D. back,True
327,Person perspective - Object View Orientation,"The object inside the **red bounding box** is a man wearing glasses. He is facing towards the camera, which is in front of him. Therefore, the correct answer is B. front-left.",B,D. front-right,False
328,Person perspective - Relative Direction,The man is holding the cup with his right hand.,B,A. left,False
329,Camera perspective - Relative Direction,"The cabinet is located behind and to the left of the table. Therefore, the correct answer is C. back-left.",C,C. back-left,True
330,Camera perspective - Relative Direction,"The cabinet is located to the right of the chair in the red bounding box. Therefore, the correct answer is D. right.",D,C. front-left,False
331,Camera perspective - Relative Direction,"The object inside the **red bounding box** is a chair. The chair is located to the right of the shelves. Therefore, the correct answer is A. right.",A,A. right,True
332,Camera perspective - Relative Direction,The chair is located to the left of the shelves from the camera's perspective.,A,A. left,True
333,Camera perspective - Relative Direction,"The cabinet is located behind and to the left of the chair. Therefore, the correct answer is B. back-left.",B,D. front-left,False
